Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	RideProp1Type	RideProp1PA1Min	RideProp1PA1Max	RideProp1PA2Min	RideProp1PA2Max	RideProp1PA3Min	RideProp1PA3Max	RideProp2Type	RideProp2PA1Min	RideProp2PA1Max	RideProp2PA2Min	RideProp2PA2Max	RideProp2PA3Min	RideProp2PA3Max	RideProp3Type	RideProp3PA1Min	RideProp3PA1Max	RideProp3PA2Min	RideProp3PA2Max	RideProp3PA3Min	RideProp3PA3Max	RideProp4Type	RideProp4PA1Min	RideProp4PA1Max	RideProp4PA2Min	RideProp4PA2Max	RideProp4PA3Min	RideProp4PA3Max	RideProp5Type	RideProp5PA1Min	RideProp5PA1Max	RideProp5PA2Min	RideProp5PA2Max	RideProp5PA3Min	RideProp5PA3Max	RideProp6Type	RideProp6PA1Min	RideProp6PA1Max	RideProp6PA2Min	RideProp6PA2Max	RideProp6PA3Min	RideProp6PA3Max	UnLockInterval
Hỷ Hỷ	Mã bài (Xích Thố)	1	1	12	112	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\hl_bailu.spr	32	Thú cưỡi hiệp lữ-Bạch Lộc, phẩm chất tốt hợp với dáng của chủ nhân, thể hiện thân phận cao quý.		0	1	2000000			2		horse	21	21																																																																							5	50																																																											fastwalkrun_p	90	90	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	90	90	-1	-1	0	0	staminamax_v	90	90	-1	-1	0	0															
Hỷ Hỷ	Mã bài (Phiên Vũ)	1	1	12	113	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\hl_bailu.spr	32	Thú cưỡi hiệp lữ-Bạch Lộc, phẩm chất tốt hợp với dáng của chủ nhân, thể hiện thân phận cao quý.		0	1	7200000			2		horse	21	21																																																																							5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417								604800
Hoan Hoan	Vĩnh viễn	1	1	12	114	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\hl_baihu.spr	32	Thú cưỡi hiệp lữ-Bạch Hổ, phẩm chất tốt hợp với dáng của chủ nhân, thể hiện thân phận cao quý.		0	1	7200000			2		horse	22	22	damage_all_resist	30	30																																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417								604800
Hoan Hoan	Vĩnh viễn	1	1	12	115	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\hl_baihu.spr	32	Thú cưỡi hiệp lữ-Bạch Hổ, phẩm chất tốt hợp với dáng của chủ nhân, thể hiện thân phận cao quý.		0	1	144000000			2		horse	22	22	damage_all_resist	60	60																																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417								604800
Hoan Hoan	Vĩnh viễn	1	1	12	116	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\hl_baihu.spr	32	Thú cưỡi hiệp lữ-Bạch Hổ, phẩm chất tốt hợp với dáng của chủ nhân, thể hiện thân phận cao quý.		0	1	144000000			2		horse	22	22	damage_all_resist	90	90																																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417								604800
Hỷ Hỷ	Vĩnh viễn	1	1	12	117	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\hl_bailu.spr	32	Thú cưỡi hiệp lữ-Bạch Lộc, phẩm chất tốt hợp với dáng của chủ nhân, thể hiện thân phận cao quý.		0	1	7200000			2		horse	21	21	damage_all_resist	30	30																																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417								604800
Hỷ Hỷ	Vĩnh viễn	1	1	12	118	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\hl_bailu.spr	32	Thú cưỡi hiệp lữ-Bạch Lộc, phẩm chất tốt hợp với dáng của chủ nhân, thể hiện thân phận cao quý.		0	1	144000000			2		horse	21	21	damage_all_resist	60	60																																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417								604800
Hỷ Hỷ	Vĩnh viễn	1	1	12	119	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\hl_bailu.spr	32	Thú cưỡi hiệp lữ-Bạch Lộc, phẩm chất tốt hợp với dáng của chủ nhân, thể hiện thân phận cao quý.		0	1	144000000			2		horse	21	21	damage_all_resist	90	90																																																																				5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417								604800
Ức Vân	Vĩnh viễn	1	1	12	120	4	\image\item\equip\horse\ma32a1.spr	\image\item\equip\horse\ma32a0.spr	32	Quân như tiểu dạ y hi hậu, hoa nhan túy duyệt nhược tam thu.<enter><color=yellow>Một trong tám con ngựa của Chu Mục Vương, chạy nhanh như cắt Nữ anh hùng.<color>		0	1	288000000			2		horse	26	26	damage_all_resist	90	90																																																																				5	90																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417								604800
Mã bài (Lăng Thiên)	Vĩnh viễn	1	1	12	121	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\horse012.spr	32	Một trong tám con ngựa của Chu Mục Vương, chạy nhanh như cắt		0	1	288000000			2		horse	23	23	damage_all_resist	120	120																																																																				5	90																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417								604800
Mã bài (Trục Nhật)	Vĩnh viễn	1	1	12	122	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\horse012.spr	32	Một trong tám con ngựa của Chu Mục Vương, chạy nhanh như cắt		0	1	288000000			2		horse	24	24	damage_all_resist	150	150																																																																				5	90																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417								604800
Lăng Thiên- VIP	Vĩnh viễn	1	1	12	123	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\horse012.spr	32	Một trong tám con ngựa của Chu Mục Vương, chạy nhanh như cắt		0	1	288000000			2		horse	23	23	damage_all_resist	150	150																																																																				5	90																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417								604800
