Name	Id	Genre	DetailType	ParticularType	Level	Series	Bind	ReputeCamp	ReputeClass	ReputeLevel	OfficialLevel	TradeLog	honor	timeout	tongfund	tongenergy	fightpowerrank	goodsindex	goodsprice	valuecoinindex	valuecoinprice
Trang bị tím PVP_Thiên Công Hoàn cho tất cả hệ phái hệ Hỏa	2077	2	10	609	9	1	1	4	1	7											
Trang bị tím PVP_Long Phượng Huyết Ngọc Trạc cho tất cả hệ phái hệ Hỏa	2078	2	10	610	10	1	1	4	1	8											
Trang bị tím PVP_Hắc Tê Hộ Uyển cho tất cả hệ phái hệ Thổ	2079	2	10	611	5	3	1	4	1	3											
Trang bị tím PVP_Kim Lân Hộ Uyển cho tất cả hệ phái hệ Thổ	2080	2	10	612	6	3	1	4	1	4											
Trang bị tím PVP_Xạ Nhật Hộ Uyển cho tất cả hệ phái hệ Thổ	2081	2	10	613	7	3	1	4	1	5											
Trang bị tím PVP_Võ Thần Hộ Uyển cho tất cả hệ phái hệ Thổ	2082	2	10	614	8	3	1	4	1	6											
Trang bị tím PVP_Hỏa Lân Hộ Uyển cho tất cả hệ phái hệ Thổ	2083	2	10	615	9	3	1	4	1	7											
Trang bị tím PVP_Thiên Tàm Hộ Uyển cho tất cả hệ phái hệ Thổ	2084	2	10	616	10	3	1	4	1	8											
Trang bị tím PVP_Uyên Ương Thủ Trạc cho tất cả hệ phái hệ Thổ	2085	2	10	617	5	3	1	4	1	3											
Trang bị tím PVP_Hồng Cốc Thủ Trạc cho tất cả hệ phái hệ Thổ	2086	2	10	618	6	3	1	4	1	4											
Trang bị tím PVP_Ngạo Sương Hoàn cho tất cả hệ phái hệ Thổ	2087	2	10	619	7	3	1	4	1	5											
Trang bị tím PVP_Bế Nguyệt Hoàn cho tất cả hệ phái hệ Thổ	2088	2	10	620	8	3	1	4	1	6											
Trang bị tím PVP_Thiên Công Hoàn cho tất cả hệ phái hệ Thổ	2089	2	10	621	9	3	1	4	1	7											
Trang bị tím PVP_Long Phượng Huyết Ngọc Trạc cho tất cả hệ phái hệ Thổ	2090	2	10	622	10	3	1	4	1	8											
Trang bị cam PVP_Hắc Tê Hộ Uyển cho tất cả hệ phái hệ Kim	2091	2	10	623	5	2	1	4	1	4											
Trang bị cam PVP_Kim Lân Hộ Uyển cho tất cả hệ phái hệ Kim	2092	2	10	624	6	2	1	4	1	5											
Trang bị cam PVP_Xạ Nhật Hộ Uyển cho tất cả hệ phái hệ Kim	2093	2	10	625	7	2	1	4	1	6											
Trang bị cam PVP_Võ Thần Hộ Uyển cho tất cả hệ phái hệ Kim	2094	2	10	626	8	2	1	4	1	7											
Trang bị cam PVP_Hỏa Lân Hộ Uyển cho tất cả hệ phái hệ Kim	2095	2	10	627	9	2	1	4	1	8											
Trang bị cam PVP_Thiên Tàm Hộ Uyển cho tất cả hệ phái hệ Kim	2096	2	10	628	10	2	1	4	1	9											
Trang bị cam PVP_Uyên Ương Thủ Trạc cho tất cả hệ phái hệ Kim	2097	2	10	629	5	2	1	4	1	4											
Trang bị cam PVP_Hồng Cốc Thủ Trạc cho tất cả hệ phái hệ Kim	2098	2	10	630	6	2	1	4	1	5											
Trang bị cam PVP_Ngạo Sương Hoàn cho tất cả hệ phái hệ Kim	2099	2	10	631	7	2	1	4	1	6											
Trang bị cam PVP_Bế Nguyệt Hoàn cho tất cả hệ phái hệ Kim	2100	2	10	632	8	2	1	4	1	7											
Trang bị cam PVP_Thiên Công Hoàn cho tất cả hệ phái hệ Kim	2101	2	10	633	9	2	1	4	1	8											
Trang bị cam PVP_Long Phượng Huyết Ngọc Trạc cho tất cả hệ phái hệ Kim	2102	2	10	634	10	2	1	4	1	9											
Trang bị cam PVP_Hắc Tê Hộ Uyển cho tất cả hệ phái hệ Mộc	2103	2	10	635	5	5	1	4	1	4											
Trang bị cam PVP_Kim Lân Hộ Uyển cho tất cả hệ phái hệ Mộc	2104	2	10	636	6	5	1	4	1	5											
Trang bị cam PVP_Xạ Nhật Hộ Uyển cho tất cả hệ phái hệ Mộc	2105	2	10	637	7	5	1	4	1	6											
Trang bị cam PVP_Võ Thần Hộ Uyển cho tất cả hệ phái hệ Mộc	2106	2	10	638	8	5	1	4	1	7											
Trang bị cam PVP_Hỏa Lân Hộ Uyển cho tất cả hệ phái hệ Mộc	2107	2	10	639	9	5	1	4	1	8											
Trang bị cam PVP_Thiên Tàm Hộ Uyển cho tất cả hệ phái hệ Mộc	2108	2	10	640	10	5	1	4	1	9											
Trang bị cam PVP_Uyên Ương Thủ Trạc cho tất cả hệ phái hệ Mộc	2109	2	10	641	5	5	1	4	1	4											
Trang bị cam PVP_Hồng Cốc Thủ Trạc cho tất cả hệ phái hệ Mộc	2110	2	10	642	6	5	1	4	1	5											
Trang bị cam PVP_Ngạo Sương Hoàn cho tất cả hệ phái hệ Mộc	2111	2	10	643	7	5	1	4	1	6											
Trang bị cam PVP_Bế Nguyệt Hoàn cho tất cả hệ phái hệ Mộc	2112	2	10	644	8	5	1	4	1	7											
Trang bị cam PVP_Thiên Công Hoàn cho tất cả hệ phái hệ Mộc	2113	2	10	645	9	5	1	4	1	8											
Trang bị cam PVP_Long Phượng Huyết Ngọc Trạc cho tất cả hệ phái hệ Mộc	2114	2	10	646	10	5	1	4	1	9											
Trang bị cam PVP_Hắc Tê Hộ Uyển cho tất cả hệ phái hệ Thủy	2115	2	10	647	5	4	1	4	1	4											
Trang bị cam PVP_Kim Lân Hộ Uyển cho tất cả hệ phái hệ Thủy	2116	2	10	648	6	4	1	4	1	5											
Trang bị cam PVP_Xạ Nhật Hộ Uyển cho tất cả hệ phái hệ Thủy	2117	2	10	649	7	4	1	4	1	6											
Trang bị cam PVP_Võ Thần Hộ Uyển cho tất cả hệ phái hệ Thủy	2118	2	10	650	8	4	1	4	1	7											
Trang bị cam PVP_Hỏa Lân Hộ Uyển cho tất cả hệ phái hệ Thủy	2119	2	10	651	9	4	1	4	1	8											
Trang bị cam PVP_Thiên Tàm Hộ Uyển cho tất cả hệ phái hệ Thủy	2120	2	10	652	10	4	1	4	1	9											
Trang bị cam PVP_Uyên Ương Thủ Trạc cho tất cả hệ phái hệ Thủy	2121	2	10	653	5	4	1	4	1	4											
Trang bị cam PVP_Hồng Cốc Thủ Trạc cho tất cả hệ phái hệ Thủy	2122	2	10	654	6	4	1	4	1	5											
Trang bị cam PVP_Ngạo Sương Hoàn cho tất cả hệ phái hệ Thủy	2123	2	10	655	7	4	1	4	1	6											
Trang bị cam PVP_Bế Nguyệt Hoàn cho tất cả hệ phái hệ Thủy	2124	2	10	656	8	4	1	4	1	7											
Trang bị cam PVP_Thiên Công Hoàn cho tất cả hệ phái hệ Thủy	2125	2	10	657	9	4	1	4	1	8											
Trang bị cam PVP_Long Phượng Huyết Ngọc Trạc cho tất cả hệ phái hệ Thủy	2126	2	10	658	10	4	1	4	1	9											
Trang bị cam PVP_Hắc Tê Hộ Uyển cho tất cả hệ phái hệ Hỏa	2127	2	10	659	5	1	1	4	1	4											
Trang bị cam PVP_Kim Lân Hộ Uyển cho tất cả hệ phái hệ Hỏa	2128	2	10	660	6	1	1	4	1	5											
Trang bị cam PVP_Xạ Nhật Hộ Uyển cho tất cả hệ phái hệ Hỏa	2129	2	10	661	7	1	1	4	1	6											
Trang bị cam PVP_Võ Thần Hộ Uyển cho tất cả hệ phái hệ Hỏa	2130	2	10	662	8	1	1	4	1	7											
Trang bị cam PVP_Hỏa Lân Hộ Uyển cho tất cả hệ phái hệ Hỏa	2131	2	10	663	9	1	1	4	1	8											
Trang bị cam PVP_Thiên Tàm Hộ Uyển cho tất cả hệ phái hệ Hỏa	2132	2	10	664	10	1	1	4	1	9											
Trang bị cam PVP_Uyên Ương Thủ Trạc cho tất cả hệ phái hệ Hỏa	2133	2	10	665	5	1	1	4	1	4											
Trang bị cam PVP_Hồng Cốc Thủ Trạc cho tất cả hệ phái hệ Hỏa	2134	2	10	666	6	1	1	4	1	5											
Trang bị cam PVP_Ngạo Sương Hoàn cho tất cả hệ phái hệ Hỏa	2135	2	10	667	7	1	1	4	1	6											
Trang bị cam PVP_Bế Nguyệt Hoàn cho tất cả hệ phái hệ Hỏa	2136	2	10	668	8	1	1	4	1	7											
Trang bị cam PVP_Thiên Công Hoàn cho tất cả hệ phái hệ Hỏa	2137	2	10	669	9	1	1	4	1	8											
Trang bị cam PVP_Long Phượng Huyết Ngọc Trạc cho tất cả hệ phái hệ Hỏa	2138	2	10	670	10	1	1	4	1	9											
Trang bị cam PVP_Hắc Tê Hộ Uyển cho tất cả hệ phái hệ Thổ	2139	2	10	671	5	3	1	4	1	4											
Trang bị cam PVP_Kim Lân Hộ Uyển cho tất cả hệ phái hệ Thổ	2140	2	10	672	6	3	1	4	1	5											
Trang bị cam PVP_Xạ Nhật Hộ Uyển cho tất cả hệ phái hệ Thổ	2141	2	10	673	7	3	1	4	1	6											
Trang bị cam PVP_Võ Thần Hộ Uyển cho tất cả hệ phái hệ Thổ	2142	2	10	674	8	3	1	4	1	7											
Trang bị cam PVP_Hỏa Lân Hộ Uyển cho tất cả hệ phái hệ Thổ	2143	2	10	675	9	3	1	4	1	8											
Trang bị cam PVP_Thiên Tàm Hộ Uyển cho tất cả hệ phái hệ Thổ	2144	2	10	676	10	3	1	4	1	9											
Trang bị cam PVP_Uyên Ương Thủ Trạc cho tất cả hệ phái hệ Thổ	2145	2	10	677	5	3	1	4	1	4											
Trang bị cam PVP_Hồng Cốc Thủ Trạc cho tất cả hệ phái hệ Thổ	2146	2	10	678	6	3	1	4	1	5											
Trang bị cam PVP_Ngạo Sương Hoàn cho tất cả hệ phái hệ Thổ	2147	2	10	679	7	3	1	4	1	6											
Trang bị cam PVP_Bế Nguyệt Hoàn cho tất cả hệ phái hệ Thổ	2148	2	10	680	8	3	1	4	1	7											
Trang bị cam PVP_Thiên Công Hoàn cho tất cả hệ phái hệ Thổ	2149	2	10	681	9	3	1	4	1	8											
Trang bị cam PVP_Long Phượng Huyết Ngọc Trạc cho tất cả hệ phái hệ Thổ	2150	2	10	682	10	3	1	4	1	9											
Trang bị xanh_Ngũ Sắc Hạng Liên cho tất cả hệ phái hệ Kim	2151	2	5	251	5	5	1	5	1	2											
Trang bị xanh_Ôn Nhuận Liên cho tất cả hệ phái hệ Kim	2152	2	5	252	6	5	1	5	1	3											
Trang bị xanh_Bí Ẩn Liên cho tất cả hệ phái hệ Kim	2153	2	5	253	7	5	1	5	1	4											
Trang bị xanh_Bắc Thần Liên cho tất cả hệ phái hệ Kim	2154	2	5	254	8	5	1	5	1	5											
Trang bị xanh_Quần Điểu Liên cho tất cả hệ phái hệ Kim	2155	2	5	255	9	5	1	5	1	6											
Trang bị xanh_Triều Lộ Liên cho tất cả hệ phái hệ Kim	2156	2	5	256	10	5	1	5	1	7											
Trang bị xanh_Ngũ Sắc Hạng Liên cho tất cả hệ phái hệ Mộc	2157	2	5	257	5	3	1	5	1	2											
Trang bị xanh_Ôn Nhuận Liên cho tất cả hệ phái hệ Mộc	2158	2	5	258	6	3	1	5	1	3											
Trang bị xanh_Bí Ẩn Liên cho tất cả hệ phái hệ Mộc	2159	2	5	259	7	3	1	5	1	4											
Trang bị xanh_Bắc Thần Liên cho tất cả hệ phái hệ Mộc	2160	2	5	260	8	3	1	5	1	5											
Trang bị xanh_Quần Điểu Liên cho tất cả hệ phái hệ Mộc	2161	2	5	261	9	3	1	5	1	6											
Trang bị xanh_Triều Lộ Liên cho tất cả hệ phái hệ Mộc	2162	2	5	262	10	3	1	5	1	7											
Trang bị xanh_Ngũ Sắc Hạng Liên cho tất cả hệ phái hệ Thủy	2163	2	5	263	5	1	1	5	1	2											
Trang bị xanh_Ôn Nhuận Liên cho tất cả hệ phái hệ Thủy	2164	2	5	264	6	1	1	5	1	3											
Trang bị xanh_Bí Ẩn Liên cho tất cả hệ phái hệ Thủy	2165	2	5	265	7	1	1	5	1	4											
Trang bị xanh_Bắc Thần Liên cho tất cả hệ phái hệ Thủy	2166	2	5	266	8	1	1	5	1	5											
Trang bị xanh_Quần Điểu Liên cho tất cả hệ phái hệ Thủy	2167	2	5	267	9	1	1	5	1	6											
Trang bị xanh_Triều Lộ Liên cho tất cả hệ phái hệ Thủy	2168	2	5	268	10	1	1	5	1	7											
Trang bị xanh_Ngũ Sắc Hạng Liên cho tất cả hệ phái hệ Hỏa	2169	2	5	269	5	2	1	5	1	2											
Trang bị xanh_Ôn Nhuận Liên cho tất cả hệ phái hệ Hỏa	2170	2	5	270	6	2	1	5	1	3											
Trang bị xanh_Bí Ẩn Liên cho tất cả hệ phái hệ Hỏa	2171	2	5	271	7	2	1	5	1	4											
Trang bị xanh_Bắc Thần Liên cho tất cả hệ phái hệ Hỏa	2172	2	5	272	8	2	1	5	1	5											
Trang bị xanh_Quần Điểu Liên cho tất cả hệ phái hệ Hỏa	2173	2	5	273	9	2	1	5	1	6											
Trang bị xanh_Triều Lộ Liên cho tất cả hệ phái hệ Hỏa	2174	2	5	274	10	2	1	5	1	7											
Trang bị xanh_Ngũ Sắc Hạng Liên cho tất cả hệ phái hệ Thổ	2175	2	5	275	5	4	1	5	1	2											
Trang bị xanh_Ôn Nhuận Liên cho tất cả hệ phái hệ Thổ	2176	2	5	276	6	4	1	5	1	3											
Trang bị xanh_Bí Ẩn Liên cho tất cả hệ phái hệ Thổ	2177	2	5	277	7	4	1	5	1	4											
Trang bị xanh_Bắc Thần Liên cho tất cả hệ phái hệ Thổ	2178	2	5	278	8	4	1	5	1	5											
Trang bị xanh_Quần Điểu Liên cho tất cả hệ phái hệ Thổ	2179	2	5	279	9	4	1	5	1	6											
Trang bị xanh_Triều Lộ Liên cho tất cả hệ phái hệ Thổ	2180	2	5	280	10	4	1	5	1	7											
Trang bị tím PVP_Ngũ Sắc Hạng Liên cho tất cả hệ phái hệ Kim	2181	2	5	281	5	5	1	5	1	3											
Trang bị tím PVP_Ôn Nhuận Liên cho tất cả hệ phái hệ Kim	2182	2	5	282	6	5	1	5	1	4											
Trang bị tím PVP_Bí Ẩn Liên cho tất cả hệ phái hệ Kim	2183	2	5	283	7	5	1	5	1	5											
Trang bị tím PVP_Bắc Thần Liên cho tất cả hệ phái hệ Kim	2184	2	5	284	8	5	1	5	1	6											
Trang bị tím PVP_Quần Điểu Liên cho tất cả hệ phái hệ Kim	2185	2	5	285	9	5	1	5	1	7											
Trang bị tím PVP_Triều Lộ Liên cho tất cả hệ phái hệ Kim	2186	2	5	286	10	5	1	5	1	8											
Trang bị tím PVP_Ngũ Sắc Hạng Liên cho tất cả hệ phái hệ Mộc	2187	2	5	287	5	3	1	5	1	3											
Trang bị tím PVP_Ôn Nhuận Liên cho tất cả hệ phái hệ Mộc	2188	2	5	288	6	3	1	5	1	4											
Trang bị tím PVP_Bí Ẩn Liên cho tất cả hệ phái hệ Mộc	2189	2	5	289	7	3	1	5	1	5											
Trang bị tím PVP_Bắc Thần Liên cho tất cả hệ phái hệ Mộc	2190	2	5	290	8	3	1	5	1	6											
Trang bị tím PVP_Quần Điểu Liên cho tất cả hệ phái hệ Mộc	2191	2	5	291	9	3	1	5	1	7											
Trang bị tím PVP_Triều Lộ Liên cho tất cả hệ phái hệ Mộc	2192	2	5	292	10	3	1	5	1	8											
Trang bị tím PVP_Ngũ Sắc Hạng Liên cho tất cả hệ phái hệ Thủy	2193	2	5	293	5	1	1	5	1	3											
Trang bị tím PVP_Ôn Nhuận Liên cho tất cả hệ phái hệ Thủy	2194	2	5	294	6	1	1	5	1	4											
Trang bị tím PVP_Bí Ẩn Liên cho tất cả hệ phái hệ Thủy	2195	2	5	295	7	1	1	5	1	5											
Trang bị tím PVP_Bắc Thần Liên cho tất cả hệ phái hệ Thủy	2196	2	5	296	8	1	1	5	1	6											
Trang bị tím PVP_Quần Điểu Liên cho tất cả hệ phái hệ Thủy	2197	2	5	297	9	1	1	5	1	7											
Trang bị tím PVP_Triều Lộ Liên cho tất cả hệ phái hệ Thủy	2198	2	5	298	10	1	1	5	1	8											
Trang bị tím PVP_Ngũ Sắc Hạng Liên cho tất cả hệ phái hệ Hỏa	2199	2	5	299	5	2	1	5	1	3											
Trang bị tím PVP_Ôn Nhuận Liên cho tất cả hệ phái hệ Hỏa	2200	2	5	300	6	2	1	5	1	4											
Trang bị tím PVP_Bí Ẩn Liên cho tất cả hệ phái hệ Hỏa	2201	2	5	301	7	2	1	5	1	5											
Trang bị tím PVP_Bắc Thần Liên cho tất cả hệ phái hệ Hỏa	2202	2	5	302	8	2	1	5	1	6											
Trang bị tím PVP_Quần Điểu Liên cho tất cả hệ phái hệ Hỏa	2203	2	5	303	9	2	1	5	1	7											
Trang bị tím PVP_Triều Lộ Liên cho tất cả hệ phái hệ Hỏa	2204	2	5	304	10	2	1	5	1	8											
Trang bị tím PVP_Ngũ Sắc Hạng Liên cho tất cả hệ phái hệ Thổ	2205	2	5	305	5	4	1	5	1	3											
Trang bị tím PVP_Ôn Nhuận Liên cho tất cả hệ phái hệ Thổ	2206	2	5	306	6	4	1	5	1	4											
Trang bị tím PVP_Bí Ẩn Liên cho tất cả hệ phái hệ Thổ	2207	2	5	307	7	4	1	5	1	5											
Trang bị tím PVP_Bắc Thần Liên cho tất cả hệ phái hệ Thổ	2208	2	5	308	8	4	1	5	1	6											
Trang bị tím PVP_Quần Điểu Liên cho tất cả hệ phái hệ Thổ	2209	2	5	309	9	4	1	5	1	7											
Trang bị tím PVP_Triều Lộ Liên cho tất cả hệ phái hệ Thổ	2210	2	5	310	10	4	1	5	1	8											
Trang bị cam PVP_Ngũ Sắc Hạng Liên cho tất cả hệ phái hệ Kim	2211	2	5	311	5	5	1	5	1	4											
Trang bị cam PVP_Ôn Nhuận Liên cho tất cả hệ phái hệ Kim	2212	2	5	312	6	5	1	5	1	5											
Trang bị cam PVP_Bí Ẩn Liên cho tất cả hệ phái hệ Kim	2213	2	5	313	7	5	1	5	1	6											
Trang bị cam PVP_Bắc Thần Liên cho tất cả hệ phái hệ Kim	2214	2	5	314	8	5	1	5	1	7											
Trang bị cam PVP_Quần Điểu Liên cho tất cả hệ phái hệ Kim	2215	2	5	315	9	5	1	5	1	8											
Trang bị cam PVP_Triều Lộ Liên cho tất cả hệ phái hệ Kim	2216	2	5	316	10	5	1	5	1	9											
Trang bị cam PVP_Ngũ Sắc Hạng Liên cho tất cả hệ phái hệ Mộc	2217	2	5	317	5	3	1	5	1	4											
Trang bị cam PVP_Ôn Nhuận Liên cho tất cả hệ phái hệ Mộc	2218	2	5	318	6	3	1	5	1	5											
Trang bị cam PVP_Bí Ẩn Liên cho tất cả hệ phái hệ Mộc	2219	2	5	319	7	3	1	5	1	6											
Trang bị cam PVP_Bắc Thần Liên cho tất cả hệ phái hệ Mộc	2220	2	5	320	8	3	1	5	1	7											
Trang bị cam PVP_Quần Điểu Liên cho tất cả hệ phái hệ Mộc	2221	2	5	321	9	3	1	5	1	8											
Trang bị cam PVP_Triều Lộ Liên cho tất cả hệ phái hệ Mộc	2222	2	5	322	10	3	1	5	1	9											
Trang bị cam PVP_Ngũ Sắc Hạng Liên cho tất cả hệ phái hệ Thủy	2223	2	5	323	5	1	1	5	1	4											
Trang bị cam PVP_Ôn Nhuận Liên cho tất cả hệ phái hệ Thủy	2224	2	5	324	6	1	1	5	1	5											
Trang bị cam PVP_Bí Ẩn Liên cho tất cả hệ phái hệ Thủy	2225	2	5	325	7	1	1	5	1	6											
Trang bị cam PVP_Bắc Thần Liên cho tất cả hệ phái hệ Thủy	2226	2	5	326	8	1	1	5	1	7											
Trang bị cam PVP_Quần Điểu Liên cho tất cả hệ phái hệ Thủy	2227	2	5	327	9	1	1	5	1	8											
Trang bị cam PVP_Triều Lộ Liên cho tất cả hệ phái hệ Thủy	2228	2	5	328	10	1	1	5	1	9											
Trang bị cam PVP_Ngũ Sắc Hạng Liên cho tất cả hệ phái hệ Hỏa	2229	2	5	329	5	2	1	5	1	4											
Trang bị cam PVP_Ôn Nhuận Liên cho tất cả hệ phái hệ Hỏa	2230	2	5	330	6	2	1	5	1	5											
Trang bị cam PVP_Bí Ẩn Liên cho tất cả hệ phái hệ Hỏa	2231	2	5	331	7	2	1	5	1	6											
Trang bị cam PVP_Bắc Thần Liên cho tất cả hệ phái hệ Hỏa	2232	2	5	332	8	2	1	5	1	7											
Trang bị cam PVP_Quần Điểu Liên cho tất cả hệ phái hệ Hỏa	2233	2	5	333	9	2	1	5	1	8											
Trang bị cam PVP_Triều Lộ Liên cho tất cả hệ phái hệ Hỏa	2234	2	5	334	10	2	1	5	1	9											
Trang bị cam PVP_Ngũ Sắc Hạng Liên cho tất cả hệ phái hệ Thổ	2235	2	5	335	5	4	1	5	1	4											
Trang bị cam PVP_Ôn Nhuận Liên cho tất cả hệ phái hệ Thổ	2236	2	5	336	6	4	1	5	1	5											
Trang bị cam PVP_Bí Ẩn Liên cho tất cả hệ phái hệ Thổ	2237	2	5	337	7	4	1	5	1	6											
Trang bị cam PVP_Bắc Thần Liên cho tất cả hệ phái hệ Thổ	2238	2	5	338	8	4	1	5	1	7											
Trang bị cam PVP_Quần Điểu Liên cho tất cả hệ phái hệ Thổ	2239	2	5	339	9	4	1	5	1	8											
Trang bị cam PVP_Triều Lộ Liên cho tất cả hệ phái hệ Thổ	2240	2	5	340	10	4	1	5	1	9											
Đặc sản Biện Kinh 1	2241	18	1	119	1	0	1														
Đặc sản Phượng Tường 1	2242	18	1	120	1	0	1														
Đặc sản Tương Dương 1	2243	18	1	121	1	0	1														
Đặc sản Thành Đô 1	2244	18	1	122	1	0	1														
Đặc sản Đại Lý 1	2245	18	1	123	1	0	1														
Đặc sản Dương Châu 1	2246	18	1	124	1	0	1														
Đặc sản Lâm An 1	2247	18	1	125	1	0	1														
Đặc sản Long Môn Trấn 1	2248	18	1	126	1	0	1														
Đặc sản Vân Trung Trấn 1	2249	18	1	127	1	0	1														
Đặc sản Vĩnh Lạc Trấn 1	2250	18	1	128	1	0	1														
Đặc sản Đạo Hương Thôn 1	2251	18	1	129	1	0	1														
Đặc sản Giang Tân Thôn 1	2252	18	1	130	1	0	1														
Đặc sản Ba Lăng Huyện 1	2253	18	1	131	1	0	1														
Đặc sản Long Tuyền Thôn 1	2254	18	1	132	1	0	1														
Đặc sản Thạch Cổ Trấn 1	2255	18	1	133	1	0	1														
Đặc sản Thiếu Lâm 1	2256	18	1	134	1	0	1														
Đặc sản Thiên Vương 1	2257	18	1	135	1	0	1														
Đặc sản Đường Môn 1	2258	18	1	136	1	0	1														
Đặc sản Ngũ Độc 1	2259	18	1	137	1	0	1														
Đặc sản Minh Giáo 1	2260	18	1	138	1	0	1														
Đặc sản Nga My 1	2261	18	1	139	1	0	1														
Đặc sản Thúy Yên 1	2262	18	1	140	1	0	1														
Đặc sản Đoàn Thị 1	2263	18	1	141	1	0	1														
Đặc sản Cái Bang 1	2264	18	1	142	1	0	1														
Đặc sản Thiên Nhẫn 1	2265	18	1	143	1	0	1														
Đặc sản Võ Đang 1	2266	18	1	144	1	0	1														
Đặc sản Côn Lôn 1	2267	18	1	145	1	0	1														
Ngân yêu đái nam hệ Kim 08	2268	2	8	651	10	4	1	5	2	2											
Ngân yêu đái nam hệ Mộc 08	2269	2	8	652	10	1	1	5	2	2											
Ngân yêu đái nam hệ Thủy 08	2270	2	8	653	10	5	1	5	2	2											
Ngân yêu đái nam hệ Hỏa 08	2271	2	8	654	10	3	1	5	2	2											
Ngân yêu đái nam hệ Thổ 08	2272	2	8	655	10	2	1	5	2	2											
Ngân yêu đái nữ hệ Kim 08	2273	2	8	656	10	4	1	5	2	2											
Ngân yêu đái nữ hệ Mộc 08	2274	2	8	657	10	1	1	5	2	2											
Ngân yêu đái nữ hệ Thủy 08	2275	2	8	658	10	5	1	5	2	2											
Ngân yêu đái nữ hệ Hỏa 08	2276	2	8	659	10	3	1	5	2	2											
Ngân yêu đái nữ hệ Thổ 08	2277	2	8	660	10	2	1	5	2	2											
Kim yêu đái nam hệ Kim 08	2278	2	8	661	10	4	1	5	2	3											
Kim yêu đái nam hệ Mộc 08	2279	2	8	662	10	1	1	5	2	3											
Kim yêu đái nam hệ Thủy 08	2280	2	8	663	10	5	1	5	2	3											
Kim yêu đái nam hệ Hỏa 08	2281	2	8	664	10	3	1	5	2	3											
Kim yêu đái nam hệ Thổ 08	2282	2	8	665	10	2	1	5	2	3											
Kim yêu đái nữ hệ Kim 08	2283	2	8	666	10	4	1	5	2	3											
Kim yêu đái nữ hệ Mộc 08	2284	2	8	667	10	1	1	5	2	3											
Kim yêu đái nữ hệ Thủy 08	2285	2	8	668	10	5	1	5	2	3											
Kim yêu đái nữ hệ Hỏa 08	2286	2	8	669	10	3	1	5	2	3											
Kim yêu đái nữ hệ Thổ 08	2287	2	8	670	10	2	1	5	2	3											
Lệnh Bài Quân Doanh	2288	20	1	606	1	0															
Ngưu Lan Trại Yêu Bài	2289	20	1	485	1	0	1	1	3	2										1	10
Chìa Khóa Mê Cung	2290	20	1	486	1	0	1	1	3	1										1	10
Cốt Ngọc Đồ Đằng	2291	20	1	487	1	0	1	1	3	3										1	10
Thịt bò chín	2292	20	1	488	1	0	1	1	3	4										1	50
Chim cút quay	2293	20	1	488	2	0	1	1	3	5										1	100
Tiên Linh Mộc Chế Tác Đồ	2294	23	1	1	1	0	1														
Linh Thú Bì Chế Tác Đồ	2295	23	1	2	1	0	1														
Không Bạch Linh Phù Chế Tác Đồ	2296	23	1	3	1	0	1														
Tử Tinh Thạch Chế Tác Đồ	2297	23	1	4	1	0	1														
Tiên Linh Quả Phấn Chế Tác Đồ 	2298	23	1	5	1	0	1														
Huyết Ảnh Thương Chế Tác Đồ 	2299	23	1	6	1	0	1														
Linh Thú Chiến Ngoa Chế Tác Đồ	2300	23	1	7	1	0	1														
Độn Giáp Linh Phù Chế Tác Đồ	2301	23	1	8	1	0	1														
Tử Tinh Huyễn Bội Chế Tác Đồ	2302	23	1	9	1	0	1														
Thất Thái Tiên Đơn Chế Tác Đồ	2303	23	1	10	1	0	1														
Hộ Uyển Cải Tạo Đồ (Bộ Tiêu Dao)	2304	18	2	1	1	0	1	5	3	2											
Yêu Đái Cải Tạo Đồ (Bộ Tiêu Dao)	2305	18	2	1	2	0	1	5	3	3											
Hài Tử Cải Tạo Đồ (Bộ Tiêu Dao)	2306	18	2	1	3	0	1	5	3	4											
Bạch Ngân Hộ Thân Phù hệ kim	2307	2	6	252	10	3	1	5	4	4											
Bạch Ngân Hộ Thân Phù hệ mộc	2308	2	6	253	10	4	1	5	4	4											
Bạch Ngân Hộ Thân Phù hệ thủy	2309	2	6	254	10	2	1	5	4	4											
Bạch Ngân Hộ Thân Phù hệ hỏa	2310	2	6	255	10	5	1	5	4	4											
Bạch Ngân Hộ Thân Phù hệ thổ	2311	2	6	256	10	1	1	5	4	4											
Hoàng Kim Hộ Thân Phù hệ kim	2312	2	6	257	10	3	1	5	4	5											
Hoàng Kim Hộ Thân Phù hệ mộc	2313	2	6	258	10	4	1	5	4	5											
Hoàng Kim Hộ Thân Phù hệ thủy	2314	2	6	259	10	2	1	5	4	5											
Hoàng Kim Hộ Thân Phù hệ hỏa	2315	2	6	260	10	5	1	5	4	5											
Hoàng Kim Hộ Thân Phù hệ thổ	2316	2	6	261	10	1	1	5	4	5											
Y Phục Cải Tạo Đồ (Bộ Liên Đấu)	2317	18	2	2	1	0	1	7	1	2											
Hộ Thân Phù Cải Tạo Đồ (Bộ Liên Đấu)	2318	18	2	2	2	0	1	7	1	3											
Giới Chỉ Cải Tạo Đồ (Bộ Liên Đấu)	2319	18	2	2	3	0	1	7	1	4											
Trang bị tím PVP_Long Lân Đao (Đao Thiếu)	2320	2	1	370	9	1	1	6	1	2											
