Name	Kind	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	Stack	ItemValue	MakeCost	BindType	Valuable	ReqLevel	ClassName	ForbidType	CanBeOffer	Shortcut	CDType	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10	ExtParam11	ExtParam12	ExtParam13	ExtParam14	ExtParam15	ExtParam16	ExtParam17	ExtParam18	ExtParam19	ExtParam20	Effect	UnLockInterval
Du Long Danh Vọng Lệnh [Nón]	Phần thưởng Du Long Bí Bảo	18	1	529	2	\image\icon\task\xinan_4150.spr		32	Khiêu chiến với Tiểu Long Nữ nhận được danh vọng lệnh. Sử dụng nhận được <color=gold>44000 điểm danh vọng<color>, có thể mua được nón Bạch Kim hoặc Hoàng Kim.<enter><color=gold>Nhấn chuột phải dùng<color>		0	1	1	50000		1	1		addrepute_base					8	1	44000																			
Du Long Danh Vọng Lệnh [Áo]	Phần thưởng Du Long Bí Bảo	18	1	529	3	\image\icon\task\xinan_4150.spr		32	Khiêu chiến với Tiểu Long Nữ nhận được danh vọng lệnh. Sử dụng nhận được <color=gold>57000 điểm danh vọng<color>, có thể mua được áo Bạch Kim hoặc Hoàng Kim.<enter><color=gold>Nhấn chuột phải dùng<color>		0	1	1	50000		1	1		addrepute_base					7	1	57000																			
Du Long Danh Vọng Lệnh [Yêu đái]	Phần thưởng Du Long Bí Bảo	18	1	529	4	\image\icon\task\xinan_4150.spr		32	Khiêu chiến với Tiểu Long Nữ nhận được danh vọng lệnh. Sử dụng nhận được <color=gold>1000 điểm danh vọng<color>, có thể mua được yêu đái Bạch Kim hoặc Hoàng Kim.<enter><color=gold>Nhấn chuột phải dùng<color>		0	1	1	50000		1	1		addrepute_base					5	2	1000																			
Du Long Danh Vọng Lệnh [Giày]	Phần thưởng Du Long Bí Bảo	18	1	529	5	\image\icon\task\xinan_4150.spr		32	Khiêu chiến với Tiểu Long Nữ nhận được danh vọng lệnh. Sử dụng nhận được <color=gold>500 điểm danh vọng<color>, có thể mua được giày Bạch Kim hoặc Hoàng Kim.<enter><color=gold>Nhấn chuột phải dùng<color>		0	1	1	50000		1	1		addrepute_base					10	1	500																			
Du Long Danh Vọng Lệnh [Hạng liên]	Phần thưởng Du Long Bí Bảo	18	1	529	6	\image\icon\task\xinan_4150.spr		32	Lệnh bài nhận được sau khi khiêu chiến Tiểu Long Nữ trong Du Long Các. Sử dụng sẽ nhận được <color=gold>5000 điểm danh vọng Thịnh Hạ 2010<color>, danh vọng này có thể mua dây chuyền Bạch ngân hoặc Hoàng Kim.<enter><color=gold>Nhấn chuột phải dùng<color>		0	1	1	50000		1	1		addrepute_base					5	5	5000																			
Nguyệt Ảnh Nguyên Thạch-Rương	Thi đấu gia tộc	18	1	530	1	\image\item\other\scriptitem\merchant_box.spr		32	Rương đựng 100 "Nguyệt Ảnh Nguyên Thạch" có thể chế tạo "Nguyệt Ảnh Thạch", dùng để đổi đạo cụ tham gia thi đấu gia tộc. <color=gold>Kỳ Trân Các<color> có bán.<enter><color=gold>Nhấn chuột phải mở<color>		0	1	1	50000		0	1		xiang					22	1	91	2	0	100																
Du Long Hoạt Khí Hoàn	Phần thưởng Du Long Bí Bảo	18	1	531	1	\image\icon\task\prize_energy.spr		32	Khiêu chiến với Tiểu Long Nữ nhận được dược hoàn, sử dụng nhận được <color=gold>5000 Hoạt lực<color>.<enter><color=gold>Nhấn chuột phải dùng<color>		0	1	1	50000		1	1		addhuoqi_base					5000																					
Du Long Tinh Khí Hoàn	Phần thưởng Du Long Bí Bảo	18	1	532	1	\image\icon\task\prize_vires.spr		32	Khiêu chiến với Tiểu Long Nữ nhận được dược hoàn, sử dụng nhận được <color=gold>5000 Tinh lực<color>.<enter><color=gold>Nhấn chuột phải dùng<color>		0	1	1	50000		1	1		addjingqi_base					5000																					
Túi quà Dell	Túi quà Dell	18	1	533	1	\image\item\other\scriptitem\shengdanlihe.spr		34	Túi quà mừng sự hợp tác giữa KingSoft và Dell. Mở túi quà nhận được <color=yellow>Vô Hạn Truyền Tống Phù, Càn Khôn Phù, Đại Bạch Câu Hoàn, Túi 12 ô, Đồng khóa, Bạc khóa, các loại Huyền Tinh<color> và Vé ưu đãi.		0	1	1	100000		1	1		eventpresent					2027	93																				
Du Long Danh Vọng Lệnh (vé)	Du Long Danh Vọng Lệnh (vé)	18	1	534	1	\image\icon\task\zhongyuan_2130.spr		32	Mua ở Kỳ Trân Các, có thể đến Mật Thất Du Long gặp Thiên Thiên, dùng Du Long Danh Vọng Lệnh đổi thành 1 Lệnh bài danh vọng khác. Để gặp Thiên Thiên chuột phải dùng "Chiến Thư-Mật Thất Du Long".		0	1	1	200000		0	1		repute_change																										
Nắm tuyết	Nắm tuyết_Noel	18	1	535	1	\image\item\huodong\xiaoxue.spr		32	Thu thập "Nắm tuyết" tại "Bãi tuyết". Chọn Người tuyết trong các thành thị, tiến hành xây Người tuyết, mỗi ngày <color=gold>5 lần<color> đầu tiên nhận được <color=gold>Túi Phúc<color>, có thể để vào cột phím tắt.		0	1	1	50000		1	0		xiaoxue			1																							
Rương Người tuyết	Rương Người tuyết_Noel	18	1	536	1	\image\item\huodong\snowbox.spr		32	Mỗi tối bắt đầu lúc 9:00, xung quanh Người tuyết trong thành xuất hiện rất nhiều Người tuyết Quả Quả, trong đó có rương chứa rất nhiều vật phẩm.		0	1	1	50000		1	1		snowbox																										
Mảng tuyết	Mảng tuyết_Noel	18	1	537	1	\image\item\other\scriptitem\xiaoxuetuan.spr		32	Sau trận tuyết, những Mảng tuyết ở Bãi tuyết hay trên cây dùng để chế tạo Bông tuyết trong hoạt động Noel.		0	1	10	50000		0	0		xiaoxuetuan																										
Song Hồi Dược-Thấp	Dùng cho Đại Đào Sát	18	1	538	1			32	Đại Đào Sát		0	1	1	50000		0	0																												
Song Hồi Dược-Cao	Dùng cho Đại Đào Sát	18	1	539	1			32	Đại Đào Sát		0	1	1	50000		0	0																												
Dược phiếu	Dùng cho Đại Đào Sát	18	1	540	1			32	Đại Đào Sát		0	1	1	50000		0	0																												
Thiệp lụa (cấp 1)	Thiệp lụa_Hệ thống đồng hành	18	1	541	1	\image\item\other\scriptitem\partner_shuofu_1.spr		32	Tấm thiệp tinh xảo.<enter><color=gold>Đứng cạnh đối tượng đã chọn và nhấn chuột phải dùng<color><enter><color=green>Với xác suất nhất định thuyết phục quái hình người ở bản đồ cấp 15 - 55 làm đồng hành.<color>		0	1	10	60000		1	0		tianyanmiyuwan			1	6																						
Thiệp bạc (cấp 2)	Thiệp bạc_Hệ thống đồng hành	18	1	541	2	\image\item\other\scriptitem\partner_shuofu_2.spr		32	Tấm thiệp đẹp.<enter><color=gold>Đứng cạnh đối tượng đã chọn và nhấn chuột phải dùng<color><enter><color=green>Với xác suất nhất định thuyết phục quái hình người trong Tiêu Dao Cốc làm đồng hành.<color>		0	1	10	60000		1	0		tianyanmiyuwan			1	6																						
Dịch Cân Tán	Dịch Cân Tán_Hệ thống đồng hành	18	1	542	1	\image\item\other\quest\quest_0057_s.spr		32	<enter><color=gold>Nhấn chuột phải dùng<color><enter><color=green>Chỉ sử dụng trong Bí cảnh. Sau khi dùng đánh bại được quái Tinh Anh, Thủ Lĩnh có thể giúp đồng hành cùng hưởng kinh nghiệm nhất định.<color>		0	1	10	60000		1	0		tongmaiyijinsan																										
Sách kinh nghiệm đồng hành	Sách kinh nghiệm đồng hành_Hệ thống đồng hành	18	1	543	1	\image\item\other\scriptitem\partner_exp_book.spr		32	Quyển sách rớt ra từ quái Tinh Anh hoặc Thủ Lĩnh ở các bản đồ cấp cao.<enter><color=gold>Nhấn chuột phải dùng<color><enter><color=green>Có thể chọn tăng chân nguyên hoặc kinh nghiệm cho đồng hành<color>		0	1	1	60000		0	0		partnerexpbook																										
Sách kinh nghiệm đồng hành (Truyền thuyết)	Sách kinh nghiệm đồng hành_đồng hành	18	1	543	2	\image\item\other\scriptitem\partner_exp_book.spr		32	Quyển sách rớt ra từ quái Tinh Anh hoặc Thủ Lĩnh ở các bản đồ cấp cao.<enter><color=gold>Nhấn chuột phải dùng<color><enter><color=green>Có thể chọn tăng chân nguyên hoặc kinh nghiệm cho đồng hành<color>		0	1	100	60000		1	0		partnerexpbook2																										
Tinh phách thường (cấp 1)	Tinh phách thường_Hệ thống đồng hành	18	1	544	1	\image\item\other\scriptitem\partner_qinmidu_1.spr		32	Tinh Phách hấp thụ tinh khí đất trời.<enter><enter><color=gold>Nhấn chuột phải dùng<color><enter><color=green>Chọn tăng độ thân mật cho đồng hành chỉ định (cấp 30 trở lên)<color>		0	1	100	10000		1	0		jingpo																										
Tinh phách đặc biệt (cấp 2)	Tinh phách đặc biệt_Hệ thống đồng hành	18	1	544	2	\image\item\other\scriptitem\partner_qinmidu_2.spr		32	Tinh Phách hấp thụ tinh khí đất trời.<enter><enter><color=gold>Nhấn chuột phải dùng<color><enter><color=green>Chọn tăng độ thân mật cho đồng hành chỉ định (cấp 30 trở lên)<color>		0	1	100	100000		1	0		jingpo																										
Tinh phách kỳ diệu (cấp 3)	Tinh phách kỳ diệu_Hệ thống đồng hành	18	1	544	3	\image\item\other\scriptitem\partner_qinmidu_3.spr		32	Tinh Phách hấp thụ tinh khí đất trời.<enter><enter><color=gold>Nhấn chuột phải dùng<color><enter><color=green>Chọn tăng độ thân mật cho đồng hành chỉ định (cấp 30 trở lên)<color>		0	1	100	1000000		1	0		jingpo																										
Tinh phách thần kỳ (cấp 4)	Tinh phách thần kỳ_Hệ thống đồng hành	18	1	544	4	\image\item\other\scriptitem\partner_qinmidu_3.spr		32	Tinh Phách hấp thụ tinh khí đất trời.<enter><enter><color=gold>Nhấn chuột phải dùng<color><enter><color=green>Chọn tăng độ thân mật cho đồng hành chỉ định (cấp 30 trở lên)<color>		0	1	100	10000000		1	0		jingpo																										
Thiệp lụa-Rương	Thiệp lụa_Rương 20	18	1	545	1	\image\item\other\scriptitem\treasure_box_s.spr		32			0	1	1	1200000		1	1		xiang					18	1	541	1	0	20																
Sách kinh nghiệm đồng hành	Sách kinh nghiệm đồng hành_Nhiệm vụ đồng hành	18	1	546	1	\image\item\other\scriptitem\partner_exp_book.spr		32	Quyển sách rớt ra từ quái Tinh Anh hoặc Thủ Lĩnh ở các bản đồ cấp cao.<enter><color=gold>Nhấn chuột phải dùng<color><enter><color=green>Có thể chọn tăng chân nguyên hoặc kinh nghiệm cho đồng hành<color>		0	1	1	60000		1	1		partnerexpbook																										
Đồng hành chu đáo	Nạp thẻ khuyến mãi tháng 12 thưởng đồng hành	18	1	547	1	\image\icon\task\xinan_7180.spr		32	<color=gold>Nhấn chuột phải<color>Sau khi dùng sẽ nhận được 1 đồng hành đặc biệt!		0	1	1	600000		1	1		gamefriend					6135	6136																				
Đồng hành năm mới	Hoạt động Tết thưởng đồng hành	18	1	547	2	\image\icon\task\xinan_7180.spr		32	<color=gold>Nhấn chuột phải<color>Sau khi dùng sẽ nhận được 1 đồng hành đặc biệt!		0	1	1	600000		0	1		gamefriend1																										
Đồng hành Võ lâm	Thưởng đồng hành hoàn trả vip	18	1	547	3	\image\icon\task\xinan_7180.spr		32	<color=gold>Nhấp chuột phải<color> sử dụng có thể nhận được 1 đồng hành đặc biệt cùng xông pha giang hồ với bạn. Sau khi server mở đồng hành mới được sử dụng!		0	1	1	600000		1	1		gamefriend2																										
Túi Liên Đấu		18	1	548	1	\image\item\other\scriptitem\gongce_qiandai.spr		32	Túi quà tinh xảo khi giành chiến thắng tại Võ lâm liên đấu liên server.<enter><color=gold>Nhấn chuột phải dùng.<color>		0	1	1	20000		1	1		randomitem					54																					
Viên đá thần kỳ	Phó Bản Lạc Anh Tháp	18	1	549	1	\image\item\other\xoyogame\zhenposhi.spr		32	Vật phẩm thần bí<enter>Khắc dòng chữ "<color=yellow>Xuân giang dạ phi hoa, tinh hải nguyệt quang hàn<color>"<enter>Nhấn chuột phải dùng		0	1	1	600000		1	1		fuben																										
Lệnh bài phó bản	Phó bản chuyên dùng	18	1	550	1	\image\item\other\scriptitem\xingbulingpai_s.spr		32	Nhấn chuột phải dùng đi vào phó bản do đội trưởng mở		0	1	1	600000		1	1		fuben_enter																										
Quà Tết	Quà Tết_Hoạt động Tết	18	1	551	1	\image\item\huodong\xinnianliwu.spr		32	Quà chúc tết, có bán tại <color=gold>Kỳ Trân Các<color>! Tổ đội và tặng cho hảo hữu có độ thân mật cấp 2 trở lên.<enter><color=gold>Nhấn chuột phải dùng<color>		0	1	1	600000		1	0		gift_newyear																										
Quà Tết [Tặng]	Quà Tết [Tặng]_Hoạt động Tết	18	1	551	2	\image\item\huodong\xinnianliwu.spr		32	Quà chúc tết nhận từ hảo hữu! Mở ra sẽ nhận được phần thưởng ngẫu nhiên.<enter><color=gold>Nhấn chuột phải dùng<color>		0	1	1	600000		1	0		randomitem					55																					
Hạt hy vọng	Hạt hy vọng_Hoạt động Tết	18	1	552	1	\image\item\huodong\xiwangzhizhong.spr		32	Đạo cụ dùng để ước nguyện cho năm mới tại Cây cầu nguyện ở Vĩnh Lạc Trấn, 5 lần đầu trong ngày nhận được Túi Phúc.<color=gold>Nhấn chuột phải dùng<color>		0	1	1	600000		1	0		gift_wish																										
Tiền Du Long	Tiền Du Long Các	18	1	553	1	\image\item\huodong\dragonmoney.spr		32	Đổi bằng đạo cụ của Du Long Các, có thể đến Tạp Hóa Du Long ở chỗ <color=gold>Long Ngũ Thái Gia<color> để mua vật phẩm.		0	1	5000	50000		1	1		money_dragon																										
Mật tịch đồng hành (sơ)	Mật tịch đồng hành (sơ)	18	1	554	1	\image\item\other\merchant\techan_020.spr		32	Mật tịch đồng hành sơ cấp, mỗi đồng hành hạn chế dùng 2 quyển (sơ trung cao đều được dùng 2 quyển), đồng hành cấp 120 có thể dùng, sau khi dùng sẽ ngẫu nhiên tăng 1 cấp kỹ năng cho đồng hành chưa đạt cấp 6, đồng hành đã đạt kỹ năng tối đa không thể dùng!<enter><color=gold>Đồng hành cấp 6 trở xuống có thể dùng!<color>		0	1	1	600000		0	0		miji_tb																										
Mật tịch đồng hành (trung)	Mật tịch đồng hành (trung)	18	1	554	2	\image\item\other\quest\quest_0088_s.spr		32	Mật tịch đồng hành trung cấp, mỗi đồng hành hạn chế dùng 2 quyển (sơ trung cao đều được dùng 2 quyển), đồng hành cấp 120 có thể dùng, sau khi dùng sẽ ngẫu nhiên tăng 1 cấp kỹ năng cho đồng hành chưa đạt cấp 6, đồng hành đã đạt kỹ năng tối đa không thể dùng!<enter><color=gold>Đồng hành cấp 6.5 - 8 có thể dùng!<color>		0	1	1	600000		0	0		miji_tb																										
Mật tịch đồng hành (cao)	Mật tịch đồng hành (cao)	18	1	554	3	\image\item\other\quest\quest_0084_s.spr		32	Mật tịch đồng hành cao cấp, mỗi đồng hành hạn chế dùng 2 quyển (sơ trung cao đều được dùng 2 quyển), đồng hành cấp 120 có thể dùng, sau khi dùng sẽ ngẫu nhiên tăng 1 cấp kỹ năng cho đồng hành chưa đạt cấp 6, đồng hành đã đạt kỹ năng tối đa không thể dùng!<enter><color=gold>Đồng hành cấp 8 trở lên có thể dùng!<color>		0	1	1	600000		0	0		miji_tb																										
Bí kíp đồng hành đặc biệt	Bí kíp đồng hành đặc biệt 4	18	1	554	4	\image\item\other\quest\quest_0084_s.spr		32	Bí kíp đồng hành đặc biệt, mỗi đồng hành giới hạn dùng 2 quyển, đồng hành cấp 120 có thể dùng, sau khi dùng sẽ ngẫu nhiên tăng 1 cấp cho kỹ năng chưa đạt cấp 6, đồng hành đã đầy cấp kỹ năng không thể dùng!<enter><color=gold>Đối với đồng hành đã sử dụng mật tích sơ, trung, cao có thể tiếp tục cộng điểm kỹ năng!<color>		0	1	1	600000		0	0		miji_tbEx																										
Hoa đăng liễn xuân [Chưa giám định]	Hoa đăng liễn xuân [Chưa giám định]_Hoạt động Tết	18	1	555	1	\image\item\huodong\chunlian.spr		32	Liễn xuân nhận được từ hoạt động, căn cứ nội dung câu liễn đi tìm hoa đăng tương ứng. <color=gold>Nhấn chuột phải<color> giám định để biết câu hoành phi của liễn, giám định cần 1000 điểm tinh hoạt!		0	1	20	600000		1	0		distich																										
Hoa đăng liễn xuân [Đã giám định]	Hoa đăng liễn xuân [Đã giám định]_Hoạt động Tết	18	1	555	2	\image\item\huodong\chunlian.spr		32	Liễn xuân đã qua giám định, căn cứ gợi ý của câu hoành phi đi tìm hoa đăng tương ứng!		0	100	1	600000		0	1		distich_get																										
Nguyên liệu đồng hành đặc biệt	Nguyên liệu đồng hành đặc biệt_Hoạt động Tết	18	1	556	1	\image\item\other\quest\quest_0122_s.spr		32	Nguyên liệu đồng hành có thể đến <color=gold>Long Ngũ Thái Gia ở Tân Thủ Thôn<color> đổi mật tịch tăng kỹ năng đồng hành!		0	1	50	600000		0	0		cailiao_tb																										
Tranh con giáp [Chưa giám định]	Tranh con giáp [Chưa giám định]_Hoạt động Tết	18	1	557	1	\image\item\huodong\nianhua.spr		32	Tranh Tết chưa giám định, không biết là con giáp nào. <color=gold>Nhấn chuột phải<color> tiến hành giám định. Giám định cần 500 tinh hoạt!		0	1	20	600000		1	0		picture_newyear																										
Tranh con giáp [Tý]	Tranh con giáp [Tý]_Hoạt động Tết	18	1	558	1	\image\item\huodong\nianhua1.spr		32	Tranh Tết vẽ con giáp-<color=gold>Tý<color>, <color=gold>Nhấn chuột phải<color> có thể chọn bỏ vào Hộp lưu trữ hoặc Sổ lưu trữ.		0	100	1	600000		0	1		picture_newyear_d																										
Tranh con giáp [Sửu]	Tranh con giáp [Sửu]_Hoạt động Tết	18	1	558	2	\image\item\huodong\nianhua1.spr		32	Tranh Tết vẽ con giáp-<color=gold>Sửu<color>, <color=gold>Nhấn chuột phải<color> có thể chọn bỏ vào Hộp lưu trữ hoặc Sổ lưu trữ.		0	100	1	600000		0	1		picture_newyear_d																										
Tranh con giáp [Dần]	Tranh con giáp [Dần]_Hoạt động Tết	18	1	558	3	\image\item\huodong\nianhua1.spr		32	Tranh Tết vẽ con giáp-<color=gold>Dần<color>, <color=gold>Nhấn chuột phải<color> có thể chọn bỏ vào Hộp lưu trữ hoặc Sổ lưu trữ.		0	100	1	600000		0	1		picture_newyear_d																										
Tranh con giáp [Mẹo]	Tranh con giáp [Mẹo]_Hoạt động Tết	18	1	558	4	\image\item\huodong\nianhua1.spr		32	Tranh Tết vẽ con giáp-<color=gold>Mẹo<color>, <color=gold>Nhấn chuột phải<color> có thể chọn bỏ vào Hộp lưu trữ hoặc Sổ lưu trữ.		0	100	1	600000		0	1		picture_newyear_d																										
Tranh con giáp [Thìn]	Tranh con giáp [Thìn]_Hoạt động Tết	18	1	558	5	\image\item\huodong\nianhua1.spr		32	Tranh Tết vẽ con giáp-<color=gold>Thìn<color>, <color=gold>Nhấn chuột phải<color> có thể chọn bỏ vào Hộp lưu trữ hoặc Sổ lưu trữ.		0	100	1	600000		0	1		picture_newyear_d																										
Tranh con giáp [Tỵ]	Tranh con giáp [Tỵ]_Hoạt động Tết	18	1	558	6	\image\item\huodong\nianhua1.spr		32	Tranh Tết vẽ con giáp-<color=gold>Tỵ<color>, <color=gold>Nhấn chuột phải<color> có thể chọn bỏ vào Hộp lưu trữ hoặc Sổ lưu trữ.		0	100	1	600000		0	1		picture_newyear_d																										
Tranh con giáp [Ngọ]	Tranh con giáp [Ngọ]_Hoạt động Tết	18	1	558	7	\image\item\huodong\nianhua1.spr		32	Tranh Tết vẽ con giáp-<color=gold>Ngọ<color>, <color=gold>Nhấn chuột phải<color> có thể chọn bỏ vào Hộp lưu trữ hoặc Sổ lưu trữ.		0	100	1	600000		0	1		picture_newyear_d																										
Tranh con giáp [Mùi]	Tranh con giáp [Mùi]_Hoạt động Tết	18	1	558	8	\image\item\huodong\nianhua1.spr		32	Tranh Tết vẽ con giáp-<color=gold>Mùi<color>, <color=gold>Nhấn chuột phải<color> có thể chọn bỏ vào Hộp lưu trữ hoặc Sổ lưu trữ.		0	100	1	600000		0	1		picture_newyear_d																										
Tranh con giáp [Thân]	Tranh con giáp [Thân]_Hoạt động Tết	18	1	558	9	\image\item\huodong\nianhua1.spr		32	Tranh Tết vẽ con giáp-<color=gold>Thân<color>, <color=gold>Nhấn chuột phải<color> có thể chọn bỏ vào Hộp lưu trữ hoặc Sổ lưu trữ.		0	100	1	600000		0	1		picture_newyear_d																										
Tranh con giáp [Dậu]	Tranh con giáp [Dậu]_Hoạt động Tết	18	1	558	10	\image\item\huodong\nianhua1.spr		32	Tranh Tết vẽ con giáp-<color=gold>Dậu<color>, <color=gold>Nhấn chuột phải<color> có thể chọn bỏ vào Hộp lưu trữ hoặc Sổ lưu trữ.		0	100	1	600000		0	1		picture_newyear_d																										
Tranh con giáp [Tuất]	Tranh con giáp [Tuất]_Hoạt động Tết	18	1	558	11	\image\item\huodong\nianhua1.spr		32	Tranh Tết vẽ con giáp-<color=gold>Tuất<color>, <color=gold>Nhấn chuột phải<color> có thể chọn bỏ vào Hộp lưu trữ hoặc Sổ lưu trữ.		0	100	1	600000		0	1		picture_newyear_d																										
Tranh con giáp [Hợi]	Tranh con giáp [Hợi]_Hoạt động Tết	18	1	558	12	\image\item\huodong\nianhua1.spr		32	Tranh Tết vẽ con giáp-<color=gold>Hợi<color>, <color=gold>Nhấn chuột phải<color> có thể chọn bỏ vào Hộp lưu trữ hoặc Sổ lưu trữ.		0	100	1	600000		0	1		picture_newyear_d																										
Hộp lưu trữ tranh con giáp	Hộp lưu trữ tranh con giáp_Hoạt động Tết	18	1	559	1	\image\item\huodong\nianhuashoucanghe.spr		32	Chiếc hộp lưu trữ tranh tết đã giám định. Mỗi loại lưu trữ tối đa <color=gold>20 tấm<color>!		0	1	1	600000		3	1		collectionbox																										
Sổ lưu trữ tranh con giáp	Sổ lưu trữ tranh con giáp_Hoạt động Tết	18	1	560	1	\image\item\huodong\nianhuashoujice.spr		32	Sổ lưu trữ tranh tết. Thu thập xong có thể đến gặp <color=gold>Long Ngũ Thái Gia<color> nhận thưởng, có thể nhận tối đa <color=gold>10 lần<color>.		0	1	1	600000		3	1		collectionbook																										
Rương thu thập tranh Tết	Rương thu thập tranh Tết_Mở đồng hành	18	1	561	1	\image\item\huodong\snowbox.spr		32	Rương thưởng của Long Ngũ Thái Gia khi hoàn thành Sổ lưu trữ tranh con giáp.<enter><color=gold>Nhấn chuột phải dùng<color>		0	1	1	600000		1	0		randomitem					56																					
Rương thu thập tranh Tết	Rương thu thập tranh Tết_Chưa mở đồng hành	18	1	561	2	\image\item\huodong\snowbox.spr		32	Rương thưởng của Long Ngũ Thái Gia khi hoàn thành Sổ lưu trữ tranh con giáp.<enter><color=gold>Nhấn chuột phải dùng<color>		0	1	1	600000		1	0		randomitem					58																					
Đồng hành Tẩy Tủy Kinh (thường)	Hệ thống đồng hành	18	1	562	1	\image\item\other\scriptitem\wulinmiji_chuji.spr		32	Tẩy điểm tiềm năng của đồng hành và tái phân phối ngẫu nhiên		0	1	1	600000		0	0		partnerxisuijing					0																					
Đồng hành Tẩy Tủy Kinh (đặc biệt)	Hệ thống đồng hành	18	1	563	1	\image\item\other\quest\quest_0046_s.spr		32	Tẩy điểm tiềm năng của đồng hành và tự phân phối lại		0	1	1	600000		0	0		partnerxisuijing					1																					
Bồ Đề Quả	Hệ thống đồng hành	18	1	564	1	\image\item\other\scriptitem\partner_chongsheng.spr		32	Tương truyền đây là loại quả thần kỳ ở Thiên Trúc Thánh Địa du nhập vào trung nguyên, giúp con người lĩnh ngộ nhanh chóng.<enter><enter><color=yellow>Nhấp chuột phải dùng có thể giúp đồng hành trùng sinh đến cấp 1<color>		0	1	1	600000		1	0		putiguo					1																					
Bạch Ngân Tinh Hoa (Cấp 1)	Hệ thống đồng hành	18	1	565	1	\image\item\other\scriptitem\partner_jinghua_1.spr		32	Uống 1 bình sẽ giúp đồng hành nhận được sức lĩnh ngộ phi phàm.<enter><enter><color=yellow>Tặng cho đồng hành để tăng lĩnh ngộ<color>		0	1	100	10000		1	0		partnerjinghua					1																					
Hoàng Kim Tinh Hoa (Cấp 2)	Hệ thống đồng hành	18	1	565	2	\image\item\other\scriptitem\partner_jinghua_2.spr		32	Uống 1 bình sẽ giúp đồng hành nhận được sức lĩnh ngộ phi phàm.<enter><enter><color=yellow>Tặng cho đồng hành để tăng lĩnh ngộ<color>		0	1	100	100000		1	0		partnerjinghua					1																					
Bạch Kim Tinh Hoa (Cấp 3)	Hệ thống đồng hành	18	1	565	3	\image\item\other\scriptitem\partner_jinghua_3.spr		32	Uống 1 bình sẽ giúp đồng hành nhận được sức lĩnh ngộ phi phàm.<enter><enter><color=yellow>Tặng cho đồng hành để tăng lĩnh ngộ<color>		0	1	100	1000000		1	0		partnerjinghua					1																					
Vô Thượng Tinh Hoa (Cấp 4)	Hệ thống đồng hành	18	1	565	4	\image\item\other\scriptitem\partner_jinghua_4.spr		32	Uống 1 bình sẽ giúp đồng hành nhận được sức lĩnh ngộ phi phàm.<enter><enter><color=yellow>Tặng cho đồng hành để tăng lĩnh ngộ<color>		0	1	100	10000000		1	0		partnerjinghua					1																					
Thư Đồng Hành	Hệ thống đồng hành	18	1	566	1	\image\item\other\quest\quest_0044_s.spr		32	Long Ngũ Thái Gia cho ngươi 1 thư đồng hành, sau khi dùng có thể tiến cử đồng hành cấp 1 của mình cho người khác.<enter><enter><color=yellow>Chuột phải chọn đồng hành có thể chuyển hóa thành đạo cụ<color>		0	1	100	600000		1	0		partnertuijianxin					0																					
Đồng Hành Trẻ (2 kỹ năng)	Hệ thống đồng hành	18	1	567	1	\image\item\other\scriptitem\partner_tra_item_1.spr		32	Đồng hành 2 kỹ năng có thể giao dịch, nhấn chuột phải nhận đồng hành tương ứng		0	1	1	600000		0	1		childpartner					1																					
Đồng Hành Trẻ (3 kỹ năng)	Hệ thống đồng hành	18	1	567	2	\image\item\other\scriptitem\partner_tra_item_1.spr		32	Đồng hành 3 kỹ năng có thể giao dịch, nhấn chuột phải nhận đồng hành tương ứng		0	1	1	600000		0	1		childpartner					1																					
Đồng Hành Trẻ (4 kỹ năng)	Hệ thống đồng hành	18	1	567	3	\image\item\other\scriptitem\partner_tra_item_1.spr		32	Đồng hành 4 kỹ năng có thể giao dịch, nhấn chuột phải nhận đồng hành tương ứng		0	1	1	600000		0	1		childpartner					1																					
Đồng Hành Trẻ (5 kỹ năng)	Hệ thống đồng hành	18	1	567	4	\image\item\other\scriptitem\partner_tra_item_2.spr		32	Đồng hành 5 kỹ năng có thể giao dịch, nhấn chuột phải nhận đồng hành tương ứng		0	1	1	600000		0	1		childpartner					1																					
Đồng Hành Trẻ (6 kỹ năng)	Hệ thống đồng hành	18	1	567	5	\image\item\other\scriptitem\partner_tra_item_2.spr		32	Đồng hành 6 kỹ năng có thể giao dịch, nhấn chuột phải nhận đồng hành tương ứng		0	1	1	600000		0	1		childpartner					1																					
Đồng Hành Trẻ (7 kỹ năng)	Hệ thống đồng hành	18	1	567	6	\image\item\other\scriptitem\partner_tra_item_2.spr		32	Đồng hành 7 kỹ năng có thể giao dịch, nhấn chuột phải nhận đồng hành tương ứng		0	1	1	600000		0	1		childpartner					1																					
Đồng Hành Trẻ (8 kỹ năng)	Hệ thống đồng hành	18	1	567	7	\image\item\other\scriptitem\partner_tra_item_3.spr		32	Đồng hành 8 kỹ năng có thể giao dịch, nhấn chuột phải nhận đồng hành tương ứng		0	1	1	600000		0	1		childpartner					1																					
Đồng Hành Trẻ (9 kỹ năng)	Hệ thống đồng hành	18	1	567	8	\image\item\other\scriptitem\partner_tra_item_3.spr		32	Đồng hành 9 kỹ năng có thể giao dịch, nhấn chuột phải nhận đồng hành tương ứng		0	1	1	600000		0	1		childpartner					1																					
