TotalFile:539	PakTime:2010-8-6 13:13:57	PakTimeSave:4c5b9a15	CRC:bf970aa5
Index	ID	Time	FileName	Size	InPakSize	ComprFlag	CRC
515	f7966f0b	2010-8-6 13:7:42	\script\task\target\killnpc4nomarlitem.lua	4795	1577	4	b79b7aaf
516	f7b36401	2010-8-6 13:7:43	\script\task\wanted\wanted_gift.lua	3281	1133	4	33779b57
517	f838e7d8	2010-8-6 13:7:39	\script\shop\sellitem.lua	5965	1812	4	ec0c5137
518	f83fe0f5	2010-8-6 13:7:36	\script\item\function\enhance.lua	16153	4893	4	d8213782
519	f89ca5e6	2010-8-6 13:7:34	\script\event\jieri\200812_xmas\snowman\item\snowflake.lua	4049	1423	4	750daf2a
520	f8b4e754	2010-8-6 13:7:36	\script\item\function\compose.lua	5124	1973	4	51c33e7b
521	f8c6c4fb	2010-8-6 13:7:34	\script\event\specialevent\worldcup\worldcup_def.lua	4622	1799	4	6c56e3b
522	f980b77f	2010-8-6 13:7:43	\script\timeframe\timeframe_define.lua	70	67	4	5011068f
523	f9b66831	2010-8-6 13:7:42	\script\task\target\killboss.lua	2328	877	4	dfe4dd61
524	fa686b24	2010-8-6 13:7:43	\script\task\treasuremap\instancing\damogucheng\npc\item.lua	2411	986	4	6a224217
525	faf3bc12	2010-8-6 13:7:35	\script\fightskill\normal\normalattack.lua	1668	363	4	bdf9271c
526	fc00f490	2010-8-6 13:7:35	\script\fightskill\faction\kunlun.lua	14659	3616	4	8b3fc0a2
527	fc01aa51	2010-8-6 13:7:37	\script\mail\coreclientmail.lua	7368	1989	4	3ad935f7
528	fc835edf	2010-8-6 13:7:35	\script\fightskill\normal\tongban.lua	12686	1506	4	601b653a
529	fd83a389	2010-8-6 13:7:42	\script\task\target\jointong.lua	2820	915	4	728f7cdd
530	feb52bd8	2010-8-6 13:7:35	\script\fightskill\faction\shaolin.lua	15350	3616	4	45590cd
531	febabc31	2010-8-6 13:7:35	\script\fightskill\enchant\book\daliduanshi.lua	1306	412	4	ea7662e3
532	fec34c7f	2010-8-6 13:7:37	\script\lib\vfactory.lua	1595	563	4	2dad6591
533	fefccb64	2010-8-6 13:7:34	\script\factionelect\factionelect_gc.lua	6206	2316	4	7257fcdf
534	ff0ee464	2010-8-6 13:7:36	\script\item\class\mantle.lua	1032	519	4	66672b0f
535	ff297e5e	2010-8-6 13:7:42	\script\task\target\requiretaskvalue.lua	3181	1093	4	559fe8f6
536	ff392699	2010-8-6 13:7:34	\script\event\jieri\200812_xmas\item\xmas_giftbox.lua	9866	3063	4	fb884609
537	ff728f82	2010-8-6 13:7:38	\script\player\define.lua	16312	5545	4	710e5142
538	ff93350b	2010-8-6 13:7:34	\script\event\zhongqiu_jieri\200809\item\canghaiyueming.lua	1329	719	4	48403658
