Index	OrgitemID	ItemFirstType	ItemSecondType	Sex	Series	KongFu	ItemID1	Rate1	ItemID2	Rate2	ItemID3	Rate3
812	18,1,2151,5	3	3	2	3	0					2,7,57,5	10000
813	18,1,2151,5	3	3	2	4	0					2,7,77,5	10000
814	18,1,2151,5	3	3	2	5	0					2,7,97,5	10000
815	18,1,2152,1	4	1	1	2	0					2,9,61,1	10000
816	18,1,2152,1	4	1	1	3	0					2,9,101,1	10000
817	18,1,2152,1	4	1	1	5	0					2,9,181,1	10000
818	18,1,2152,1	4	1	2	2	0					2,9,71,1	10000
819	18,1,2152,1	4	1	2	3	0					2,9,111,1	10000
820	18,1,2152,1	4	1	2	5	0					2,9,191,1	10000
821	18,1,2152,1	4	2	1	2	0					2,3,63,1	10000
822	18,1,2152,1	4	2	1	3	0					2,3,103,1	10000
823	18,1,2152,1	4	2	1	5	0					2,3,183,1	10000
824	18,1,2152,1	4	2	2	2	0					2,3,73,1	10000
825	18,1,2152,1	4	2	2	3	0					2,3,113,1	10000
826	18,1,2152,1	4	2	2	5	0					2,3,193,1	10000
827	18,1,2152,1	4	3	1	1	0					2,8,1,1	10000
828	18,1,2152,1	4	3	1	2	0					2,8,21,1	10000
829	18,1,2152,1	4	3	1	3	0					2,8,41,1	10000
830	18,1,2152,1	4	3	1	4	0					2,8,61,1	10000
831	18,1,2152,1	4	3	1	5	0					2,8,81,1	10000
832	18,1,2152,1	4	3	2	1	0					2,8,11,1	10000
833	18,1,2152,1	4	3	2	2	0					2,8,31,1	10000
834	18,1,2152,1	4	3	2	3	0					2,8,51,1	10000
835	18,1,2152,1	4	3	2	4	0					2,8,71,1	10000
836	18,1,2152,1	4	3	2	5	0					2,8,91,1	10000
837	18,1,2152,2	4	1	1	2	0					2,9,62,2	10000
838	18,1,2152,2	4	1	1	3	0					2,9,102,2	10000
839	18,1,2152,2	4	1	1	5	0					2,9,182,2	10000
840	18,1,2152,2	4	1	2	2	0					2,9,72,2	10000
841	18,1,2152,2	4	1	2	3	0					2,9,112,2	10000
842	18,1,2152,2	4	1	2	5	0					2,9,192,2	10000
843	18,1,2152,2	4	2	1	2	0					2,3,64,2	10000
844	18,1,2152,2	4	2	1	3	0					2,3,104,2	10000
845	18,1,2152,2	4	2	1	5	0					2,3,184,2	10000
846	18,1,2152,2	4	2	2	2	0					2,3,74,2	10000
847	18,1,2152,2	4	2	2	3	0					2,3,114,2	10000
848	18,1,2152,2	4	2	2	5	0					2,3,194,2	10000
849	18,1,2152,2	4	3	1	1	0					2,8,2,2	10000
850	18,1,2152,2	4	3	1	2	0					2,8,22,2	10000
851	18,1,2152,2	4	3	1	3	0					2,8,42,2	10000
852	18,1,2152,2	4	3	1	4	0					2,8,62,2	10000
853	18,1,2152,2	4	3	1	5	0					2,8,82,2	10000
854	18,1,2152,2	4	3	2	1	0					2,8,12,2	10000
855	18,1,2152,2	4	3	2	2	0					2,8,32,2	10000
856	18,1,2152,2	4	3	2	3	0					2,8,52,2	10000
857	18,1,2152,2	4	3	2	4	0					2,8,72,2	10000
858	18,1,2152,2	4	3	2	5	0					2,8,92,2	10000
859	18,1,2152,3	4	1	1	2	0					2,9,63,3	10000
860	18,1,2152,3	4	1	1	3	0					2,9,103,3	10000
861	18,1,2152,3	4	1	1	5	0					2,9,183,3	10000
862	18,1,2152,3	4	1	2	2	0					2,9,73,3	10000
863	18,1,2152,3	4	1	2	3	0					2,9,113,3	10000
864	18,1,2152,3	4	1	2	5	0					2,9,193,3	10000
865	18,1,2152,3	4	2	1	2	0					2,3,65,3	10000
866	18,1,2152,3	4	2	1	3	0					2,3,105,3	10000
867	18,1,2152,3	4	2	1	5	0					2,3,185,3	10000
868	18,1,2152,3	4	2	2	2	0					2,3,75,3	10000
869	18,1,2152,3	4	2	2	3	0					2,3,115,3	10000
870	18,1,2152,3	4	2	2	5	0					2,3,195,3	10000
871	18,1,2152,3	4	3	1	1	0					2,8,3,3	10000
872	18,1,2152,3	4	3	1	2	0					2,8,23,3	10000
873	18,1,2152,3	4	3	1	3	0					2,8,43,3	10000
874	18,1,2152,3	4	3	1	4	0					2,8,63,3	10000
875	18,1,2152,3	4	3	1	5	0					2,8,83,3	10000
876	18,1,2152,3	4	3	2	1	0					2,8,13,3	10000
877	18,1,2152,3	4	3	2	2	0					2,8,33,3	10000
878	18,1,2152,3	4	3	2	3	0					2,8,53,3	10000
879	18,1,2152,3	4	3	2	4	0					2,8,73,3	10000
880	18,1,2152,3	4	3	2	5	0					2,8,93,3	10000
881	18,1,2152,4	4	1	1	2	0					2,9,64,4	10000
882	18,1,2152,4	4	1	1	3	0					2,9,104,4	10000
883	18,1,2152,4	4	1	1	5	0					2,9,184,4	10000
884	18,1,2152,4	4	1	2	2	0					2,9,74,4	10000
885	18,1,2152,4	4	1	2	3	0					2,9,114,4	10000
886	18,1,2152,4	4	1	2	5	0					2,9,194,4	10000
887	18,1,2152,4	4	2	1	2	0					2,3,66,4	10000
888	18,1,2152,4	4	2	1	3	0					2,3,106,4	10000
889	18,1,2152,4	4	2	1	5	0					2,3,186,4	10000
890	18,1,2152,4	4	2	2	2	0					2,3,76,4	10000
891	18,1,2152,4	4	2	2	3	0					2,3,116,4	10000
892	18,1,2152,4	4	2	2	5	0					2,3,196,4	10000
893	18,1,2152,4	4	3	1	1	0					2,8,4,4	10000
894	18,1,2152,4	4	3	1	2	0					2,8,24,4	10000
895	18,1,2152,4	4	3	1	3	0					2,8,44,4	10000
896	18,1,2152,4	4	3	1	4	0					2,8,64,4	10000
897	18,1,2152,4	4	3	1	5	0					2,8,84,4	10000
898	18,1,2152,4	4	3	2	1	0					2,8,14,4	10000
899	18,1,2152,4	4	3	2	2	0					2,8,34,4	10000
900	18,1,2152,4	4	3	2	3	0					2,8,54,4	10000
901	18,1,2152,4	4	3	2	4	0					2,8,74,4	10000
902	18,1,2152,4	4	3	2	5	0					2,8,94,4	10000
903	18,1,2152,5	4	1	1	2	0					2,9,65,5	10000
904	18,1,2152,5	4	1	1	3	0					2,9,105,5	10000
905	18,1,2152,5	4	1	1	5	0					2,9,185,5	10000
906	18,1,2152,5	4	1	2	2	0					2,9,75,5	10000
907	18,1,2152,5	4	1	2	3	0					2,9,115,5	10000
908	18,1,2152,5	4	1	2	5	0					2,9,195,5	10000
909	18,1,2152,5	4	2	1	2	0					2,3,67,5	10000
910	18,1,2152,5	4	2	1	3	0					2,3,107,5	10000
911	18,1,2152,5	4	2	1	5	0					2,3,187,5	10000
912	18,1,2152,5	4	2	2	2	0					2,3,77,5	10000
913	18,1,2152,5	4	2	2	3	0					2,3,117,5	10000
914	18,1,2152,5	4	2	2	5	0					2,3,197,5	10000
915	18,1,2152,5	4	3	1	1	0					2,8,5,5	10000
916	18,1,2152,5	4	3	1	2	0					2,8,25,5	10000
917	18,1,2152,5	4	3	1	3	0					2,8,45,5	10000
918	18,1,2152,5	4	3	1	4	0					2,8,65,5	10000
919	18,1,2152,5	4	3	1	5	0					2,8,85,5	10000
920	18,1,2152,5	4	3	2	1	0					2,8,15,5	10000
921	18,1,2152,5	4	3	2	2	0					2,8,35,5	10000
922	18,1,2152,5	4	3	2	3	0					2,8,55,5	10000
923	18,1,2152,5	4	3	2	4	0					2,8,75,5	10000
924	18,1,2152,5	4	3	2	5	0					2,8,95,5	10000
925	18,1,2153,1	5	1	0	1	0					2,5,1,1	10000
926	18,1,2153,1	5	1	0	2	0					2,5,11,1	10000
927	18,1,2153,1	5	1	0	3	0					2,5,21,1	10000
928	18,1,2153,1	5	1	0	4	0					2,5,31,1	10000
929	18,1,2153,1	5	1	0	5	0					2,5,41,1	10000
930	18,1,2153,1	5	2	0	1	0					2,4,1,1	10000
931	18,1,2153,1	5	2	0	2	0					2,4,11,1	10000
932	18,1,2153,1	5	2	0	3	0					2,4,21,1	10000
933	18,1,2153,1	5	2	0	4	0					2,4,31,1	10000
934	18,1,2153,1	5	2	0	5	0					2,4,41,1	10000
935	18,1,2153,1	5	3	1	1	0					2,11,1,1	10000
936	18,1,2153,1	5	3	1	2	0					2,11,21,1	10000
937	18,1,2153,1	5	3	1	3	0					2,11,41,1	10000
938	18,1,2153,1	5	3	1	4	0					2,11,61,1	10000
939	18,1,2153,1	5	3	1	5	0					2,11,81,1	10000
940	18,1,2153,1	5	3	2	1	0					2,11,11,1	10000
941	18,1,2153,1	5	3	2	2	0					2,11,31,1	10000
942	18,1,2153,1	5	3	2	3	0					2,11,51,1	10000
943	18,1,2153,1	5	3	2	4	0					2,11,71,1	10000
944	18,1,2153,1	5	3	2	5	0					2,11,91,1	10000
945	18,1,2153,1	5	4	0	1	0					2,6,2,1	10000
946	18,1,2153,1	5	4	0	2	0					2,6,12,1	10000
947	18,1,2153,1	5	4	0	3	0					2,6,22,1	10000
948	18,1,2153,1	5	4	0	4	0					2,6,32,1	10000
949	18,1,2153,1	5	4	0	5	0					2,6,42,1	10000
950	18,1,2153,2	5	1	0	1	0					2,5,2,2	10000
951	18,1,2153,2	5	1	0	2	0					2,5,12,2	10000
952	18,1,2153,2	5	1	0	3	0					2,5,22,2	10000
953	18,1,2153,2	5	1	0	4	0					2,5,32,2	10000
954	18,1,2153,2	5	1	0	5	0					2,5,42,2	10000
955	18,1,2153,2	5	2	0	1	0					2,4,2,2	10000
956	18,1,2153,2	5	2	0	2	0					2,4,12,2	10000
957	18,1,2153,2	5	2	0	3	0					2,4,22,2	10000
958	18,1,2153,2	5	2	0	4	0					2,4,32,2	10000
959	18,1,2153,2	5	2	0	5	0					2,4,42,2	10000
960	18,1,2153,2	5	3	1	1	0					2,11,2,2	10000
961	18,1,2153,2	5	3	1	2	0					2,11,22,2	10000
962	18,1,2153,2	5	3	1	3	0					2,11,42,2	10000
963	18,1,2153,2	5	3	1	4	0					2,11,62,2	10000
964	18,1,2153,2	5	3	1	5	0					2,11,82,2	10000
965	18,1,2153,2	5	3	2	1	0					2,11,12,2	10000
966	18,1,2153,2	5	3	2	2	0					2,11,32,2	10000
967	18,1,2153,2	5	3	2	3	0					2,11,52,2	10000
968	18,1,2153,2	5	3	2	4	0					2,11,72,2	10000
969	18,1,2153,2	5	3	2	5	0					2,11,92,2	10000
970	18,1,2153,2	5	4	0	1	0					2,6,3,2	10000
971	18,1,2153,2	5	4	0	2	0					2,6,13,2	10000
972	18,1,2153,2	5	4	0	3	0					2,6,23,2	10000
973	18,1,2153,2	5	4	0	4	0					2,6,33,2	10000
974	18,1,2153,2	5	4	0	5	0					2,6,43,2	10000
975	18,1,2153,3	5	1	0	1	0					2,5,3,3	10000
976	18,1,2153,3	5	1	0	2	0					2,5,13,3	10000
977	18,1,2153,3	5	1	0	3	0					2,5,23,3	10000
978	18,1,2153,3	5	1	0	4	0					2,5,33,3	10000
979	18,1,2153,3	5	1	0	5	0					2,5,43,3	10000
980	18,1,2153,3	5	2	0	1	0					2,4,3,3	10000
981	18,1,2153,3	5	2	0	2	0					2,4,13,3	10000
982	18,1,2153,3	5	2	0	3	0					2,4,23,3	10000
983	18,1,2153,3	5	2	0	4	0					2,4,33,3	10000
984	18,1,2153,3	5	2	0	5	0					2,4,43,3	10000
985	18,1,2153,3	5	3	1	1	0					2,11,3,3	10000
986	18,1,2153,3	5	3	1	2	0					2,11,23,3	10000
987	18,1,2153,3	5	3	1	3	0					2,11,43,3	10000
988	18,1,2153,3	5	3	1	4	0					2,11,63,3	10000
989	18,1,2153,3	5	3	1	5	0					2,11,83,3	10000
990	18,1,2153,3	5	3	2	1	0					2,11,13,3	10000
991	18,1,2153,3	5	3	2	2	0					2,11,33,3	10000
992	18,1,2153,3	5	3	2	3	0					2,11,53,3	10000
993	18,1,2153,3	5	3	2	4	0					2,11,73,3	10000
994	18,1,2153,3	5	3	2	5	0					2,11,93,3	10000
995	18,1,2153,3	5	4	0	1	0					2,6,4,3	10000
996	18,1,2153,3	5	4	0	2	0					2,6,14,3	10000
997	18,1,2153,3	5	4	0	3	0					2,6,24,3	10000
998	18,1,2153,3	5	4	0	4	0					2,6,34,3	10000
999	18,1,2153,3	5	4	0	5	0					2,6,44,3	10000
1000	18,1,2153,4	5	1	0	1	0					2,5,4,4	10000
1001	18,1,2153,4	5	1	0	2	0					2,5,14,4	10000
1002	18,1,2153,4	5	1	0	3	0					2,5,24,4	10000
1003	18,1,2153,4	5	1	0	4	0					2,5,34,4	10000
1004	18,1,2153,4	5	1	0	5	0					2,5,44,4	10000
1005	18,1,2153,4	5	2	0	1	0					2,4,4,4	10000
1006	18,1,2153,4	5	2	0	2	0					2,4,14,4	10000
1007	18,1,2153,4	5	2	0	3	0					2,4,24,4	10000
1008	18,1,2153,4	5	2	0	4	0					2,4,34,4	10000
1009	18,1,2153,4	5	2	0	5	0					2,4,44,4	10000
1010	18,1,2153,4	5	3	1	1	0					2,11,4,4	10000
1011	18,1,2153,4	5	3	1	2	0					2,11,24,4	10000
1012	18,1,2153,4	5	3	1	3	0					2,11,44,4	10000
1013	18,1,2153,4	5	3	1	4	0					2,11,64,4	10000
1014	18,1,2153,4	5	3	1	5	0					2,11,84,4	10000
1015	18,1,2153,4	5	3	2	1	0					2,11,14,4	10000
1016	18,1,2153,4	5	3	2	2	0					2,11,34,4	10000
1017	18,1,2153,4	5	3	2	3	0					2,11,54,4	10000
1018	18,1,2153,4	5	3	2	4	0					2,11,74,4	10000
1019	18,1,2153,4	5	3	2	5	0					2,11,94,4	10000
1020	18,1,2153,4	5	4	0	1	0					2,6,5,4	10000
1021	18,1,2153,4	5	4	0	2	0					2,6,15,4	10000
1022	18,1,2153,4	5	4	0	3	0					2,6,25,4	10000
1023	18,1,2153,4	5	4	0	4	0					2,6,35,4	10000
1024	18,1,2153,4	5	4	0	5	0					2,6,45,4	10000
1025	18,1,2153,5	5	1	0	1	0					2,5,5,5	10000
1026	18,1,2153,5	5	1	0	2	0					2,5,15,5	10000
1027	18,1,2153,5	5	1	0	3	0					2,5,25,5	10000
1028	18,1,2153,5	5	1	0	4	0					2,5,35,5	10000
1029	18,1,2153,5	5	1	0	5	0					2,5,45,5	10000
1030	18,1,2153,5	5	2	0	1	0					2,4,5,5	10000
1031	18,1,2153,5	5	2	0	2	0					2,4,15,5	10000
1032	18,1,2153,5	5	2	0	3	0					2,4,25,5	10000
1033	18,1,2153,5	5	2	0	4	0					2,4,35,5	10000
1034	18,1,2153,5	5	2	0	5	0					2,4,45,5	10000
1035	18,1,2153,5	5	3	1	1	0					2,11,5,5	10000
1036	18,1,2153,5	5	3	1	2	0					2,11,25,5	10000
1037	18,1,2153,5	5	3	1	3	0					2,11,45,5	10000
1038	18,1,2153,5	5	3	1	4	0					2,11,65,5	10000
1039	18,1,2153,5	5	3	1	5	0					2,11,85,5	10000
1040	18,1,2153,5	5	3	2	1	0					2,11,15,5	10000
1041	18,1,2153,5	5	3	2	2	0					2,11,35,5	10000
1042	18,1,2153,5	5	3	2	3	0					2,11,55,5	10000
1043	18,1,2153,5	5	3	2	4	0					2,11,75,5	10000
1044	18,1,2153,5	5	3	2	5	0					2,11,95,5	10000
1045	18,1,2153,5	5	4	0	1	0					2,6,6,5	10000
1046	18,1,2153,5	5	4	0	2	0					2,6,16,5	10000
1047	18,1,2153,5	5	4	0	3	0					2,6,26,5	10000
1048	18,1,2153,5	5	4	0	4	0					2,6,36,5	10000
1049	18,1,2153,5	5	4	0	5	0					2,6,46,5	10000
1050	18,1,2149,1	6	1	0	2	1					2,1,912,1	10000
1051	18,1,2149,2	6	1	0	2	1					2,1,913,2	10000
1052	18,1,2149,3	6	1	0	2	1					2,1,914,3	10000
1053	18,1,2149,4	6	1	0	2	1					2,1,915,4	10000
1054	18,1,2149,5	6	1	0	2	1					2,1,916,5	10000
1055	18,1,2149,1	6	8	0	5	1					2,2,165,1	10000
1056	18,1,2149,2	6	8	0	5	1					2,2,166,2	10000
1057	18,1,2149,3	6	8	0	5	1					2,2,167,3	10000
1058	18,1,2149,4	6	8	0	5	1					2,2,168,4	10000
1059	18,1,2149,5	6	8	0	5	1					2,2,169,5	10000
1060	18,1,2151,1	3	2	1	5	0					2,3,1363,1	10000
1061	18,1,2151,2	3	2	1	5	0					2,3,1364,2	10000
1062	18,1,2151,3	3	2	1	5	0					2,3,1365,3	10000
1063	18,1,2151,4	3	2	1	5	0					2,3,1366,4	10000
1064	18,1,2151,5	3	2	1	5	0					2,3,1367,5	10000
1065	18,1,2151,1	3	2	2	5	0					2,3,1373,1	10000
1066	18,1,2151,2	3	2	2	5	0					2,3,1374,2	10000
1067	18,1,2151,3	3	2	2	5	0					2,3,1375,3	10000
1068	18,1,2151,4	3	2	2	5	0					2,3,1376,4	10000
1069	18,1,2151,5	3	2	2	5	0					2,3,1377,5	10000
1070	18,1,2151,1	3	1	1	5	0					2,9,1001,1	10000
1071	18,1,2151,2	3	1	1	5	0					2,9,1002,2	10000
1072	18,1,2151,3	3	1	1	5	0					2,9,1003,3	10000
1073	18,1,2151,4	3	1	1	5	0					2,9,1004,4	10000
1074	18,1,2151,5	3	1	1	5	0					2,9,1005,5	10000
1075	18,1,2151,1	3	1	2	5	0					2,9,1011,1	10000
1076	18,1,2151,2	3	1	2	5	0					2,9,1012,2	10000
1077	18,1,2151,3	3	1	2	5	0					2,9,1013,3	10000
1078	18,1,2151,4	3	1	2	5	0					2,9,1014,4	10000
1079	18,1,2151,5	3	1	2	5	0					2,9,1015,5	10000
1080	18,1,2149,1	6	1	0	4	2					2,1,1531,1	10000
1081	18,1,2149,2	6	1	0	4	2					2,1,1532,2	10000
1082	18,1,2149,3	6	1	0	4	2					2,1,1533,3	10000
1083	18,1,2149,4	6	1	0	4	2					2,1,1534,4	10000
1084	18,1,2149,5	6	1	0	4	2					2,1,1535,5	10000
