NpcList	FightStand	NormalStand1	NormalStand2	FightWalk	NormalWalk	FightRun	NormalRun	Wound	Die	Attack1	Attack2	Magic	SitDown	JunpFly
enemy200	"80,8,120"	"80,8,120"	"80,8,120"	"80,8,120"	"80,8,120"	"80,8,120"	"80,8,120"	"72,8,70"	"104,8,120"	"72,8,120"	"80,8,130"	"80,8,130"	"80,8,120"	"80,8,120"
enemy201	"128,8,128"	"128,8,128"	"128,8,128"	"128,8,128"	"128,8,128"	"128,8,128"	"128,8,128"	"128,8,128"	"104,8,104"	"88,8,88"	"88,8,88"	"88,8,88"	"128,8,128"	"128,8,128"
enemy202	"64,8,64"	"64,8,64"	"64,8,64"	"64,8,64"	"64,8,64"	"64,8,64"	"64,8,64"	"48,8,48"	"128,8,128"	"96,8,96"	"120,8,120"	"120,8,120"	"64,8,64"	"64,8,64"
enemy203	"80,8,100"	"80,8,70"	"80,8,70"	"128,8,56"	"128,8,56"	"128,8,56"	"128,8,56"	"56,8,80"	"120,8,90"	"120,8,80"	"128,8,100"	"128,8,100"	"80,8,70"	"128,8,56"
enemy204	"96,8,80"	"96,8,90"	"96,8,90"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"96,8,60"	"112,8,66"	"120,8,60"	"128,8,66"	"128,8,66"	"96,8,90"	"128,8,60"
enemy205	"80,8,65"	"80,8,80"	"80,8,80"	"96,8,65"	"96,8,65"	"96,8,65"	"96,8,65"	"64,8,56"	"136,8,56"	"128,8,56"	"128,8,56"	"128,8,56"	"80,8,80"	"96,8,65"
enemy206	"80,8,65"	"80,8,80"	"80,8,80"	"96,8,65"	"96,8,65"	"96,8,65"	"96,8,65"	"64,8,56"	"136,8,56"	"128,8,56"	"128,8,56"	"128,8,56"	"80,8,80"	"96,8,65"
enemy207	"80,8,65"	"80,8,80"	"80,8,80"	"96,8,65"	"96,8,65"	"96,8,65"	"96,8,65"	"64,8,56"	"136,8,56"	"128,8,56"	"128,8,56"	"128,8,56"	"80,8,80"	"96,8,65"
enemy208	"80,8,65"	"80,8,80"	"80,8,80"	"96,8,65"	"96,8,65"	"96,8,65"	"96,8,65"	"64,8,56"	"136,8,56"	"128,8,56"	"128,8,56"	"128,8,56"	"80,8,80"	"96,8,65"
enemy209	"192,8,1"	"192,8,1"	"192,8,1"	"144,8,1"	"144,8,1"	"144,8,1"	"144,8,1"	"56,8,1"	"96,8,1"	"56,8,1"	"80,8,1"	"80,8,1"	"192,8,1"	"144,8,1"
enemy210	"192,8,1"	"192,8,1"	"192,8,1"	"144,8,1"	"144,8,1"	"144,8,1"	"144,8,1"	"56,8,1"	"96,8,1"	"56,8,1"	"80,8,1"	"80,8,1"	"192,8,1"	"144,8,1"
enemy211	"192,8,1"	"192,8,1"	"192,8,1"	"144,8,1"	"144,8,1"	"144,8,1"	"144,8,1"	"56,8,1"	"96,8,1"	"56,8,1"	"80,8,1"	"80,8,1"	"192,8,1"	"144,8,1"
enemy212	"192,8,1"	"192,8,1"	"192,8,1"	"144,8,1"	"144,8,1"	"144,8,1"	"144,8,1"	"56,8,1"	"96,8,1"	"56,8,1"	"80,8,1"	"80,8,1"	"192,8,1"	"144,8,1"
enemy213	"120,8,74"	"120,8,65"	"120,8,65"	"128,8,98"	"128,8,98"	"128,8,98"	"128,8,98"	"48,8,80"	"104,8,140"	"80,8,75"	"80,8,80"	"80,8,80"	"120,8,65"	"128,8,98"
enemy214	"120,8,60"	"80,8,140"	"80,8,140"	"64,8,180"	"64,8,180"	"64,8,180"	"64,8,180"	"48,8,80"	"48,8,120"	"96,8,70"	"96,8,60"	"96,8,60"	"80,8,140"	"64,8,180"
enemy215	"120,8,74"	"120,8,65"	"120,8,65"	"128,8,98"	"128,8,98"	"128,8,98"	"128,8,98"	"48,8,80"	"104,8,140"	"80,8,75"	"80,8,80"	"80,8,80"	"120,8,65"	"128,8,98"
enemy216	"120,8,74"	"120,8,65"	"120,8,65"	"128,8,98"	"128,8,98"	"128,8,98"	"128,8,98"	"48,8,80"	"104,8,140"	"80,8,75"	"80,8,80"	"80,8,80"	"120,8,65"	"128,8,98"
enemy217	"96,8,66"	"96,8,66"	"96,8,66"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"48,8,66"	"128,8,66"	"96,8,66"	"96,8,66"	"96,8,66"	"96,8,66"	"128,8,60"
enemy218	"96,8,66"	"80,8,100"	"80,8,100"	"96,8,66"	"96,8,66"	"96,8,66"	"96,8,66"	"96,8,66"	"128,8,66"	"96,8,66"	"80,8,66"	"80,8,66"	"80,8,100"	"96,8,66"
enemy219	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"48,8,120"	"80,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"
enemy220	"96,8,120"	"96,8,120"	"96,8,120"	"80,8,100"	"80,8,100"	"80,8,100"	"80,8,100"	"56,8,120"	"104,8,120"	"72,8,100"	"88,8,100"	"88,8,100"	"96,8,120"	"80,8,100"
enemy221	"80,8,80"	"80,8,100"	"80,8,100"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"56,8,56"	"120,8,60"	"128,8,80"	"128,8,90"	"128,8,90"	"80,8,100"	"128,8,60"
enemy222	"96,8,80"	"96,8,100"	"96,8,100"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"96,8,56"	"120,8,70"	"128,8,80"	"128,8,90"	"128,8,90"	"96,8,100"	"128,8,60"
enemy223	"48,8,80"	"48,8,90"	"48,8,90"	"48,8,111"	"48,8,111"	"48,8,111"	"48,8,111"	"24,8,70"	"56,8,80"	"40,8,80"	"64,8,80"	"64,8,80"	"48,8,90"	"48,8,111"
enemy224	"64,8,120"	"64,8,120"	"64,8,120"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"64,8,60"	"120,8,60"	"64,8,80"	"128,8,60"	"128,8,60"	"64,8,120"	"128,8,60"
enemy225	"96,8,120"	"96,8,160"	"96,8,160"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"48,8,80"	"80,8,160"	"80,8,80"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"
enemy226	"80,8,80"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"48,8,80"	"80,8,160"	"80,8,80"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"
enemy227	"80,8,80"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"48,8,80"	"80,8,160"	"80,8,80"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"
passerby001	"88,8,111"	"88,8,111"	"112,8,111"										"112,8,111"	
passerby002	"72,8,167"	"72,8,167"	"120,8,167"										"120,8,167"	
passerby003	"88,8,167"	"88,8,167"	"144,8,167"										"144,8,167"	
passerby004	"64,8,111"	"64,8,111"	"112,8,111"										"112,8,111"	
passerby005	"64,8,167"	"64,8,167"	"112,8,111"										"112,8,111"	
passerby006	"128,8,111"	"128,8,111"	"128,8,111"										"128,8,111"	
passerby007	"80,8,167"	"80,8,167"	"120,8,167"										"120,8,167"	
passerby008	"128,8,111"	"128,8,111"	"128,8,167"										"128,8,167"	
passerby009	"88,8,111"	"88,8,111"	"176,8,167"										"176,8,167"	
passerby010	"88,8,111"	"88,8,111"	"112,8,111"										"112,8,111"	
passerby011	"88,8,167"	"88,8,167"	"136,8,111"										"136,8,111"	
passerby012	"88,8,111"	"88,8,111"	"136,8,167"										"136,8,167"	
passerby013	"88,8,111"	"88,8,111"	"120,8,167"										"120,8,167"	
passerby014	"88,8,167"	"88,8,167"	"128,8,111"										"128,8,111"	
passerby015	"88,8,111"	"88,8,111"	"136,8,167"										"136,8,167"	
passerby016	"88,8,111"	"88,8,111"	"136,8,111"										"136,8,111"	
passerby017	"88,8,111"	"88,8,111"	"88,8,167"										"88,8,167"	
passerby018	"160,8,111"	"160,8,111"	"112,8,167"										"112,8,167"	
passerby019	"80,8,111"	"80,8,111"	"144,8,167"										"144,8,167"	
passerby020	"88,8,80"	"88,8,80"	"120,8,80"										"120,8,80"	
passerby021														
passerby022														
passerby023														
passerby024														
passerby025	"96,8,120"	"96,8,120"	"96,8,150"										"96,8,150"	
passerby026	"96,8,100"	"96,8,100"	"96,8,100"										"96,8,100"	
passerby027	"80,8,111"	"80,8,111"	"80,8,167"										"80,8,167"	
passerby028	"88,8,111"	"88,8,111"	"104,8,111"										"104,8,111"	
passerby029	"192,8,80"	"96,8,111"	"96,8,167"	"144,8,60"	"144,8,60"	"144,8,60"	"144,8,60"	"64,8,70"	"96,8,80"	"120,8,60"	"136,8,60"	"136,8,60"	"96,8,167"	"144,8,60"
passerby030	"104,8,111"	"104,8,111"	"104,8,167"										"104,8,167"	
passerby031														
passerby032	"96,8,111"	"96,8,111"	"120,8,167"										"120,8,167"	
passerby033	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"56,8,120"	"96,8,120"	"88,8,70"	"72,8,80"	"72,8,80"	"96,8,120"	"96,8,120"
passerby033a	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,120"	"56,8,120"	"96,8,120"	"88,8,70"	"72,8,80"	"72,8,80"	"96,8,120"	"96,8,120"
passerby034	"96,8,110"	"96,8,110"	"96,8,140"										"96,8,140"	
passerby035	"80,8,160"	"80,8,160"	"80,8,160"	"128,8,80"	"128,8,80"	"128,8,80"	"128,8,80"	"80,8,70"	"104,8,100"	"80,8,100"	"128,8,100"	"128,8,100"	"80,8,160"	"128,8,80"
passerby036														
passerby037	"96,8,80"	"80,8,111"	"120,8,167"	"128,8,60"	"128,8,60"	"128,8,60"	"128,8,60"	"72,8,70"	"96,8,60"	"104,8,50"	"96,8,50"	"96,8,50"	"120,8,167"	"128,8,60"
passerby038	"96,8,167"	"96,8,167"	"96,8,167"										"96,8,167"	
passerby039	"80,8,111"	"80,8,111"	"136,8,111"										"136,8,111"	
passerby040	"96,8,100"	"96,8,100"	"96,8,130"										"96,8,130"	
passerby041	"88,8,111"	"88,8,111"	"88,8,167"										"88,8,167"	
passerby042	"96,8,111"	"96,8,111"	"96,8,167"										"96,8,167"	
passerby043	"80,8,110"	"80,8,110"	"80,8,150"										"80,8,150"	
passerby044	"88,8,111"	"88,8,111"	"120,8,111"										"120,8,111"	
passerby045	"88,8,111"	"88,8,111"	"120,8,111"										"120,8,111"	
passerby046	"80,8,111"	"80,8,111"	"112,8,111"										"112,8,111"	
passerby047	"64,8,100"	"64,8,100"	"80,8,120"										"80,8,120"	
passerby048														
passerby049	"64,8,110"	"64,8,110"	"96,8,100"										"96,8,100"	
passerby050	"88,8,111"	"88,8,111"	"144,8,111"										"144,8,111"	
passerby051	"96,8,111"	"96,8,111"	"96,8,111"										"96,8,111"	
passerby052														
passerby053														
passerby054	"96,8,111"	"96,8,111"	"96,8,167"										"96,8,167"	
passerby055	"80,8,111"	"80,8,111"	"80,8,111"										"80,8,111"	
passerby056	"96,8,111"	"96,8,111"	"96,8,167"										"96,8,167"	
passerby057														
passerby058														
passerby059	"96,8,167"	"96,8,167"	"96,8,167"										"96,8,167"	
passerby060	"80,8,130"	"80,8,130"	"96,8,140"										"96,8,140"	
passerby061	"64,8,111"	"64,8,111"	"96,8,222"										"96,8,222"	
passerby062	"88,8,111"	"88,8,111"	"88,8,111"										"88,8,111"	
passerby063	"80,8,120"	"80,8,120"	"80,8,100"										"80,8,100"	
passerby064	"96,8,145"	"96,8,145"	"96,8,158"										"96,8,158"	
passerby065	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,110"	"96,8,110"	"96,8,110"	"96,8,110"	"56,8,95"	"128,8,95"	"112,8,80"	"80,8,95"	"80,8,95"	"96,8,100"	"96,8,110"
passerby066	"96,8,100"	"96,8,100"	"128,8,100"										"128,8,100"	
passerby067	"64,8,111"	"64,8,111"	"104,8,167"										"104,8,167"	
passerby068	"88,8,110"	"88,8,110"	"96,8,111"										"96,8,111"	
passerby069	"80,8,100"	"80,8,100"	"96,8,130"										"96,8,130"	
passerby070	"88,8,111"	"88,8,111"	"128,8,167"										"128,8,167"	
passerby071	"88,8,111"	"88,8,111"	"120,8,111"										"120,8,111"	
passerby072	"96,8,100"	"96,8,100"	"96,8,110"										"96,8,110"	
passerby073	"64,8,111"	"64,8,111"	"112,8,167"										"112,8,167"	
passerby074	"64,8,111"	"64,8,111"	"96,8,111"										"96,8,111"	
passerby075	"80,8,111"	"80,8,111"	"120,8,167"										"120,8,167"	
passerby076	"64,8,167"	"64,8,167"	"88,8,167"										"88,8,167"	
passerby077														
passerby078	"80,8,111"	"80,8,111"	"120,8,167"										"120,8,167"	
passerby079	"96,8,100"	"96,8,100"	"112,8,90"										"112,8,90"	
passerby080	"96,8,111"	"96,8,111"	"96,8,111"										"96,8,111"	
passerby081	"88,8,1"	"88,8,1"	"88,8,111"										"88,8,111"	
passerby082	"80,8,111"	"80,8,111"	"120,8,167"										"120,8,167"	
passerby083	"96,8,100"	"96,8,100"	"96,8,100"										"96,8,100"	
passerby084	"80,8,100"	"80,8,100"	"128,8,111"										"128,8,111"	
passerby085	"96,8,111"	"96,8,111"	"96,8,167"										"96,8,167"	
passerby086	"64,8,111"	"64,8,111"	"104,8,167"										"104,8,167"	
passerby087	"96,8,111"	"96,8,111"	"96,8,167"										"96,8,167"	
passerby088	"80,8,111"	"80,8,111"	"120,8,167"										"120,8,167"	
passerby089	"112,8,120"	"112,8,120"	"112,8,110"										"112,8,110"	
passerby090	"120,8,70"	"120,8,70"	"120,8,120"										"120,8,120"	
passerby091	"40,8,167"	"40,8,167"	"40,8,167"	"48,8,222"	"48,8,222"	"48,8,222"	"48,8,222"	"24,8,111"	"48,8,167"	"40,8,180"	"40,8,180"	"40,8,180"	"40,8,167"	"48,8,222"
passerby092														
passerby093	"96,8,120"	"96,8,120"	"96,8,120"	"96,8,100"	"96,8,100"	"96,8,100"	"96,8,100"	"56,8,80"	"88,8,100"	"88,8,90"	"88,8,90"	"88,8,90"	"96,8,120"	"96,8,100"
passerby094	"120,8,100"	"120,8,100"	"120,8,120"										"120,8,120"	
passerby095														
passerby096	"80,8,110"	"80,8,110"	"80,8,110"										"80,8,110"	
passerby097	"80,8,100"	"80,8,100"	"80,8,150"										"80,8,150"	
passerby098	"88,8,100"	"88,8,100"	"88,8,100"										"88,8,100"	
passerby099	"88,8,111"	"88,8,111"	"96,8,167"										"96,8,167"	
passerby100														
passerby101	"128,8,160"	"80,8,111"	"104,8,167"	"64,8,140"	"64,8,140"	"64,8,140"	"64,8,140"	"48,8,120"	"112,8,120"	"72,8,120"	"72,8,120"	"72,8,120"	"104,8,167"	"64,8,140"
passerby102	"96,8,111"	"96,8,111"	"96,8,167"										"96,8,167"	
passerby103	"160,8,80"	"160,8,80"	"96,8,150"										"96,8,150"	
passerby104														
passerby105	"112,8,111"	"112,8,111"	"112,8,167"										"112,8,167"	
passerby106	"80,8,167"	"80,8,167"	"96,8,167"										"96,8,167"	
passerby107	"80,8,110"	"80,8,110"	"64,8,150"										"64,8,150"	
passerby108														
passerby109	"96,8,111"	"96,8,111"	"112,8,111"										"112,8,111"	
passerby110	"88,8,111"	"88,8,111"	"88,8,167"										"88,8,167"	
passerby111	"22,1,111"	"22,1,111"	"22,1,111"										"22,1,111"	
passerby112	"22,1,111"	"22,1,111"	"22,1,111"										"22,1,111"	
passerby113	"22,1,111"	"22,1,111"	"22,1,111"										"22,1,111"	
passerby114	"128,8,167"	"128,8,167"	"112,8,167"										"112,8,167"	
passerby115	"80,8,167"	"80,8,167"	"112,8,167"										"112,8,167"	
passerby116	"80,8,278"	"80,8,278"	"96,8,167"										"96,8,167"	
passerby117	"80,8,111"	"80,8,111"	"96,8,167"										"96,8,167"	
passerby118	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby119	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby120	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby121	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby122	"1,1,0"	"1,1,0"	"1,1,0"										"1,1,0"	
passerby123	"1,1,0"	"1,1,0"	"1,1,0"										"1,1,0"	
passerby124	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby125	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby126	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby127	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby128	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby129	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby130	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby131	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby132	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby133	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby134	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby135	"1,1,0"	"1,1,0"	"1,1,0"										"1,1,0"	
passerby136	"1,1,0"	"1,1,0"	"1,1,0"										"1,1,0"	
passerby137	"1,1,0"	"1,1,0"	"1,1,0"										"1,1,0"	
passerby138	"1,1,0"	"1,1,0"	"1,1,0"										"1,1,0"	
passerby139	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby140	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby141	"1,1,0"	"1,1,0"	"1,1,0"										"1,1,0"	
passerby142	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby143														
passerby144	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby145	"1,1,0"	"1,1,0"	"1,1,0"										"1,1,0"	
passerby146	"20,1,100"	"20,1,100"	"20,1,100"										"20,1,100"	
passerby147	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby148	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby149	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby150	"16,1,111"	"16,1,111"	"16,1,111"										"16,1,111"	
passerby151	"9,1,111"	"9,1,111"	"9,1,111"										"9,1,111"	
passerby152	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby153	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby154	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby155	"9,1,170"	"9,1,170"	"9,1,170"										"9,1,170"	
passerby156	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby157	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby158	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby159	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby160	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby161	"20,1,50"	"20,1,50"	"20,1,50"										"20,1,50"	
passerby162	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby163	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby164	"15,1,50"	"15,1,50"	"15,1,50"										"15,1,50"	
passerby165	"10,1,60"	"10,1,60"	"10,1,60"										"10,1,60"	
passerby166														
passerby167	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby168	"20,1,100"	"20,1,100"	"20,1,100"										"20,1,100"	
passerby169	"20,1,100"	"20,1,100"	"20,1,100"										"20,1,100"	
passerby170	"8,1,187"	"8,1,187"	"8,1,187"										"8,1,187"	
passerby171	"8,1,187"	"8,1,187"	"8,1,187"										"8,1,187"	
passerby172	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby173	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby174	"10,1,180"	"10,1,180"	"10,1,180"										"10,1,180"	
passerby175	"20,1,50"	"20,1,50"	"20,1,50"										"20,1,50"	
passerby176	"15,1,100"	"15,1,100"	"15,1,100"										"15,1,100"	
passerby177	"20,1,100"	"20,1,100"	"20,1,100"										"20,1,100"	
passerby178	"20,1,100"	"20,1,100"	"20,1,100"										"20,1,100"	
passerby179	"112,8,167"	"112,8,167"	"112,8,167"	"80,8,90"	"80,8,90"	"80,8,90"	"80,8,90"						"112,8,167"	"80,8,90"
passerby180	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby181	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby182	"15,1,111"	"15,1,111"	"15,1,111"										"15,1,111"	
passerby183	"15,1,56"	"15,1,56"	"15,1,56"										"15,1,56"	
passerby184	"15,1,56"	"15,1,56"	"15,1,56"										"15,1,56"	
passerby185	"15,1,56"	"15,1,56"	"15,1,56"										"15,1,56"	
passerby186	"15,1,56"	"15,1,56"	"15,1,56"										"15,1,56"	
passerby187	"15,1,90"	"15,1,90"	"15,1,90"										"15,1,90"	
passerby188	"10,1,111"	"10,1,111"	"10,1,111"										"10,1,111"	
passerby189	"10,1,111"	"10,1,111"	"10,1,111"										"10,1,111"	
passerby190	"10,1,100"	"10,1,100"	"10,1,100"										"10,1,100"	
passerby191	"9,1,100"	"9,1,100"	"9,1,100"										"9,1,100"	
passerby192	"10,1,111"	"10,1,111"	"10,1,111"	"10,1,111"	"10,1,111"	"10,1,111"	"10,1,111"	"10,1,111"	"10,1,111"	"10,1,111"	"10,1,111"	"10,1,111"	"10,1,111"	"10,1,111"
passerby193	"10,1,111"	"10,1,111"	"10,1,111"										"10,1,111"	
passerby194	"10,1,111"	"10,1,111"	"10,1,111"										"10,1,111"	
passerby195	"10,1,120"	"10,1,120"	"10,1,120"										"10,1,120"	
passerby196	"10,1,111"	"10,1,111"	"10,1,111"										"10,1,111"	
passerby197	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby198	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby199	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby200	"15,1,40"	"15,1,40"	"15,1,40"										"15,1,40"	
passerby201	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby202	"15,1,70"	"15,1,70"	"15,1,70"										"15,1,70"	
passerby203	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby204	"10,1,167"	"10,1,167"	"10,1,167"										"10,1,167"	
passerby205	"10,1,167"	"10,1,167"	"10,1,167"										"10,1,167"	
passerby206	"37,1,100"	"37,1,100"	"37,1,100"										"37,1,100"	
passerby207	"15,1,100"	"15,1,100"	"15,1,100"										"15,1,100"	
passerby208	"14,1,80"	"14,1,80"	"14,1,80"	"14,1,80"	"14,1,80"	"14,1,80"	"14,1,80"	"14,1,80"	"14,1,80"	"14,1,80"	"14,1,80"	"14,1,80"	"14,1,80"	"14,1,80"
passerby209	"15,1,30"	"15,1,30"	"15,1,30"										"15,1,30"	
passerby210	"10,1,1"	"10,1,1"	"10,1,1"										"10,1,1"	
passerby211	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby212	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby213	"1,1,0"	"1,1,0"	"1,1,0"										"1,1,0"	
passerby214	"1,1,0"	"1,1,0"	"1,1,0"										"1,1,0"	
passerby215	"1,1,0"	"1,1,0"	"1,1,0"										"1,1,0"	
passerby216	"1,1,0"	"1,1,0"	"1,1,0"										"1,1,0"	
passerby217	"1,1,0"	"1,1,0"	"1,1,0"										"1,1,0"	
passerby218	"1,1,0"	"1,1,0"	"1,1,0"										"1,1,0"	
passerby219	"10,1,80"	"10,1,80"	"10,1,80"										"10,1,80"	
passerby220	"10,1,80"	"10,1,80"	"10,1,80"										"10,1,80"	
passerby221	"10,1,80"	"10,1,80"	"10,1,80"										"10,1,80"	
passerby222	"10,1,80"	"10,1,80"	"10,1,80"										"10,1,80"	
passerby223	"8,1,40"	"8,1,40"	"8,1,40"										"8,1,40"	
passerby224	"8,1,40"	"8,1,40"	"8,1,40"										"8,1,40"	
passerby225	"8,1,40"	"8,1,40"	"8,1,40"										"8,1,40"	
passerby226	"8,1,40"	"8,1,40"	"8,1,40"										"8,1,40"	
passerby227	"8,1,40"	"8,1,40"	"8,1,40"										"8,1,40"	
passerby228	"48,8,200"	"48,8,200"	"48,8,200"	"96,8,80"	"96,8,80"	"96,8,80"	"96,8,80"		"48,8,180"				"48,8,200"	"96,8,80"
passerby229	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby230	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby231	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby232	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby233	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby234	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby227	"10,1,150"	"10,1,150"	"10,1,150"										"10,1,150"	
passerby237	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	
passerby238	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	
passerby239	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	
passerby240	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	"24,8,222"	
passerby241	"20,1,56"	"20,1,56"	"20,1,56"										"20,1,56"	
passerby242	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby243	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby244	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby245	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby246	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby247	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby248	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby249	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby250	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby251	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby252	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby253	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby254	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby255	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby256	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby257	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby258	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby259	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby260	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby261	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby262	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
passerby263	"1,1,1"	"1,1,1"	"1,1,1"										"1,1,1"	
