NpcList	FightStand	NormalStand1	NormalStand2	FightWalk	NormalWalk	FightRun	NormalRun	Wound	Die	Attack1	Attack2	Magic	SitDown	JunpFly
enemy137	enemy137_st01.spr	enemy137_st02.spr	enemy137_st02.spr	enemy137_wlk.spr	enemy137_wlk.spr	enemy137_wlk.spr	enemy137_wlk.spr	enemy137_bat.spr	enemy137_die.spr	enemy137_at01.spr	enemy137_at02.spr	enemy137_at02.spr	enemy137_st02.spr	enemy137_wlk.spr
enemy138	enemy138_st01.spr	enemy138_st02.spr	enemy138_st02.spr	enemy138_wlk.spr	enemy138_wlk.spr	enemy138_wlk.spr	enemy138_wlk.spr	enemy138_bat.spr	enemy138_die.spr	enemy138_at01.spr	enemy138_at02.spr	enemy138_at02.spr	enemy138_st02.spr	enemy138_wlk.spr
enemy139	enemy139_st01.spr	enemy139_st02.spr	enemy139_st02.spr	enemy139_wlk.spr	enemy139_wlk.spr	enemy139_wlk.spr	enemy139_wlk.spr	enemy139_bat.spr	enemy139_die.spr	enemy139_at01.spr	enemy139_at02.spr	enemy139_at02.spr	enemy139_st02.spr	enemy139_wlk.spr
enemy140	enemy140_st01.spr	enemy140_st02.spr	enemy140_st02.spr	enemy140_wlk.spr	enemy140_wlk.spr	enemy140_wlk.spr	enemy140_wlk.spr	enemy140_bat.spr	enemy140_die.spr	enemy140_at01.spr	enemy140_at02.spr	enemy140_at02.spr	enemy140_st02.spr	enemy140_wlk.spr
enemy141	enemy141_st01.spr	enemy141_st02.spr	enemy141_st02.spr	enemy141_wlk.spr	enemy141_wlk.spr	enemy141_wlk.spr	enemy141_wlk.spr	enemy141_bat.spr	enemy141_die.spr	enemy141_at01.spr	enemy141_at02.spr	enemy141_at02.spr	enemy141_st02.spr	enemy141_wlk.spr
enemy142	enemy142_st01.spr	enemy142_st02.spr	enemy142_st02.spr	enemy142_wlk.spr	enemy142_wlk.spr	enemy142_wlk.spr	enemy142_wlk.spr	enemy142_bat.spr	enemy142_die.spr	enemy142_at01.spr	enemy142_at02.spr	enemy142_at02.spr	enemy142_st02.spr	enemy142_wlk.spr
enemy143	enemy143_st01.spr	enemy143_st02.spr	enemy143_st02.spr	enemy143_wlk.spr	enemy143_wlk.spr	enemy143_wlk.spr	enemy143_wlk.spr	enemy143_bat.spr	enemy143_die.spr	enemy143_at01.spr	enemy143_at02.spr	enemy143_at02.spr	enemy143_st02.spr	enemy143_wlk.spr
enemy144	enemy144_st01.spr	enemy144_st02.spr	enemy144_st02.spr	enemy144_wlk.spr	enemy144_wlk.spr	enemy144_wlk.spr	enemy144_wlk.spr	enemy144_bat.spr	enemy144_die.spr	enemy144_at01.spr	enemy144_at02.spr	enemy144_at02.spr	enemy144_st02.spr	enemy144_wlk.spr
enemy144a	enemy144a_st01.spr	enemy144a_st02.spr	enemy144a_st02.spr	enemy144a_wlk.spr	enemy144a_wlk.spr	enemy144a_wlk.spr	enemy144a_wlk.spr	enemy144a_bat.spr	enemy144a_die.spr	enemy144a_at01.spr	enemy144a_at02.spr	enemy144a_at02.spr	enemy144a_st02.spr	enemy144a_wlk.spr
enemy145	enemy145_st01.spr	enemy145_st02.spr	enemy145_st02.spr	enemy145_wlk.spr	enemy145_wlk.spr	enemy145_wlk.spr	enemy145_wlk.spr	enemy145_bat.spr	enemy145_die.spr	enemy145_at01.spr	enemy145_at02.spr	enemy145_at02.spr	enemy145_st02.spr	enemy145_wlk.spr
enemy146	enemy146_st01.spr	enemy146_st02.spr	enemy146_st02.spr	enemy146_wlk.spr	enemy146_wlk.spr	enemy146_wlk.spr	enemy146_wlk.spr	enemy146_bat.spr	enemy146_die.spr	enemy146_at01.spr	enemy146_at02.spr	enemy146_at02.spr	enemy146_st02.spr	enemy146_wlk.spr
enemy147	enemy147_st01.spr	enemy147_st02.spr	enemy147_st02.spr	enemy147_wlk.spr	enemy147_wlk.spr	enemy147_wlk.spr	enemy147_wlk.spr	enemy147_bat.spr	enemy147_die.spr	enemy147_at01.spr	enemy147_at02.spr	enemy147_at02.spr	enemy147_st02.spr	enemy147_wlk.spr
enemy148	enemy148_st01.spr	enemy148_st02.spr	enemy148_st02.spr	enemy148_wlk.spr	enemy148_wlk.spr	enemy148_wlk.spr	enemy148_wlk.spr	enemy148_bat.spr	enemy148_die.spr	enemy148_at01.spr	enemy148_at02.spr	enemy148_at02.spr	enemy148_st02.spr	enemy148_wlk.spr
enemy149	enemy149_st01.spr	enemy149_st02.spr	enemy149_st02.spr	enemy149_wlk.spr	enemy149_wlk.spr	enemy149_wlk.spr	enemy149_wlk.spr	enemy149_bat.spr	enemy149_die.spr	enemy149_at01.spr	enemy149_at02.spr	enemy149_at02.spr	enemy149_st02.spr	enemy149_wlk.spr
enemy150	enemy150_st01.spr	enemy150_st02.spr	enemy150_st02.spr	enemy150_wlk.spr	enemy150_wlk.spr	enemy150_wlk.spr	enemy150_wlk.spr	enemy150_bat.spr	enemy150_die.spr	enemy150_at01.spr	enemy150_at02.spr	enemy150_at02.spr	enemy150_st02.spr	enemy150_wlk.spr
enemy151	enemy151_st01.spr	enemy151_st02.spr	enemy151_st02.spr	enemy151_wlk.spr	enemy151_wlk.spr	enemy151_wlk.spr	enemy151_wlk.spr	enemy151_bat.spr	enemy151_die.spr	enemy151_at01.spr	enemy151_at02.spr	enemy151_at02.spr	enemy151_st02.spr	enemy151_wlk.spr
enemy152	enemy152_st01.spr	enemy152_st02.spr	enemy152_st02.spr	enemy152_st02.spr	enemy152_st02.spr	enemy152_st02.spr	enemy152_st02.spr	enemy152_bat.spr	enemy152_die.spr	enemy152_at01.spr	enemy152_at02.spr	enemy152_at02.spr	enemy152_st02.spr	
enemy153	enemy153_st01.spr	enemy153_st02.spr	enemy153_st02.spr	enemy153_wlk.spr	enemy153_wlk.spr	enemy153_wlk.spr	enemy153_wlk.spr	enemy153_bat.spr	enemy153_die.spr	enemy153_at01.spr	enemy153_at02.spr	enemy153_at02.spr	enemy153_st02.spr	enemy153_wlk.spr
enemy154	enemy154_st01.spr	enemy154_st01.spr	enemy154_st01.spr	enemy154_wlk.spr	enemy154_wlk.spr	enemy154_wlk.spr	enemy154_wlk.spr	enemy154_bat.spr	enemy154_die.spr	enemy154_at01.spr	enemy154_at02.spr	enemy154_at02.spr	enemy154_st01.spr	enemy154_wlk.spr
enemy155	enemy155_st01.spr	enemy155_st01.spr	enemy155_st01.spr	enemy155_st01.spr	enemy155_st01.spr	enemy155_st01.spr	enemy155_st01.spr	enemy155_bat.spr	enemy155_st01.spr	enemy155_at01.spr	enemy155_at01.spr	enemy155_at01.spr	enemy155_st01.spr	
enemy156	enemy156_st01.spr	enemy156_st01.spr	enemy156_st01.spr	enemy156_wlk.spr	enemy156_wlk.spr	enemy156_wlk.spr	enemy156_wlk.spr	enemy156_bat.spr	enemy156_die.spr				enemy156_st01.spr	enemy156_wlk.spr
enemy157	enemy157_st01.spr	enemy157_st02.spr	enemy157_st02.spr	enemy157_wlk.spr	enemy157_wlk.spr	enemy157_wlk.spr	enemy157_wlk.spr	enemy157_bat.spr	enemy157_die.spr	enemy157_at01.spr	enemy157_at02.spr	enemy157_at02.spr	enemy157_st02.spr	enemy157_wlk.spr
enemy158	enemy158_st01.spr	enemy158_st02.spr	enemy158_st02.spr	enemy158_wlk.spr	enemy158_wlk.spr	enemy158_wlk.spr	enemy158_wlk.spr	enemy158_bat.spr	enemy158_die.spr	enemy158_at01.spr	enemy158_at02.spr	enemy158_at02.spr	enemy158_st02.spr	enemy158_wlk.spr
enemy159	enemy159_st01.spr	enemy159_st02.spr	enemy159_st02.spr	enemy159_wlk.spr	enemy159_wlk.spr	enemy159_wlk.spr	enemy159_wlk.spr	enemy159_bat.spr	enemy159_die.spr	enemy159_at01.spr	enemy159_at02.spr	enemy159_at02.spr	enemy159_st02.spr	enemy159_wlk.spr
enemy160	enemy160_st01.spr	enemy160_st01.spr	enemy160_st01.spr	enemy160_st01.spr	enemy160_st01.spr	enemy160_st01.spr	enemy160_st01.spr	enemy160_bat.spr	enemy160_st01.spr	enemy160_at01.spr	enemy160_at01.spr	enemy160_at01.spr	enemy160_st01.spr	
enemy161	enemy161_st01.spr	enemy161_st01.spr	enemy161_st01.spr	enemy161_st01.spr	enemy161_st01.spr	enemy161_st01.spr	enemy161_st01.spr	enemy161_bat.spr	enemy161_st01.spr	enemy161_at01.spr	enemy161_at01.spr	enemy161_at01.spr	enemy161_st01.spr	
enemy162	enemy162_st01.spr	enemy162_st01.spr	enemy162_st01.spr	enemy162_st01.spr	enemy162_st01.spr	enemy162_st01.spr	enemy162_st01.spr	enemy162_bat.spr	enemy162_st01.spr	enemy162_at01.spr	enemy162_at01.spr	enemy162_at01.spr	enemy162_st01.spr	
enemy163	enemy163_st01.spr	enemy163_st02.spr	enemy163_st02.spr	enemy163_wlk.spr	enemy163_wlk.spr	enemy163_wlk.spr	enemy163_wlk.spr	enemy163_bat.spr	enemy163_die.spr	enemy163_at01.spr	enemy163_at02.spr	enemy163_at02.spr	enemy163_st02.spr	enemy163_wlk.spr
enemy164	enemy164_st01.spr	enemy164_st02.spr	enemy164_st02.spr	enemy164_wlk.spr	enemy164_wlk.spr	enemy164_wlk.spr	enemy164_wlk.spr	enemy164_bat.spr	enemy164_die.spr	enemy164_at01.spr	enemy164_at02.spr	enemy164_at02.spr	enemy164_st02.spr	enemy164_wlk.spr
enemy165	enemy165_st01.spr	enemy165_st02.spr	enemy165_st02.spr	enemy165_wlk.spr	enemy165_wlk.spr	enemy165_wlk.spr	enemy165_wlk.spr	enemy165_bat.spr	enemy165_die.spr	enemy165_at01.spr	enemy165_at02.spr	enemy165_at02.spr	enemy165_st02.spr	enemy165_wlk.spr
enemy166	enemy166_st01.spr	enemy166_st02.spr	enemy166_st02.spr	enemy166_wlk.spr	enemy166_wlk.spr	enemy166_wlk.spr	enemy166_wlk.spr	enemy166_bat.spr	enemy166_die.spr	enemy166_at01.spr	enemy166_at02.spr	enemy166_at02.spr	enemy166_st02.spr	enemy166_wlk.spr
enemy167	enemy167_st01.spr	enemy167_st02.spr	enemy167_st02.spr	enemy167_wlk.spr	enemy167_wlk.spr	enemy167_wlk.spr	enemy167_wlk.spr	enemy167_bat.spr	enemy167_die.spr	enemy167_at01.spr	enemy167_at02.spr	enemy167_at02.spr	enemy167_st02.spr	enemy167_wlk.spr
enemy168	enemy168_st01.spr	enemy168_st02.spr	enemy168_st02.spr	enemy168_wlk.spr	enemy168_wlk.spr	enemy168_wlk.spr	enemy168_wlk.spr	enemy168_bat.spr	enemy168_die.spr	enemy168_at01.spr	enemy168_at02.spr	enemy168_at02.spr	enemy168_st02.spr	enemy168_wlk.spr
enemy168a	enemy168a_st01.spr	enemy168a_st02.spr	enemy168a_st02.spr	enemy168a_wlk.spr	enemy168a_wlk.spr	enemy168a_wlk.spr	enemy168a_wlk.spr	enemy168a_bat.spr	enemy168a_die.spr	enemy168a_at01.spr	enemy168a_at02.spr	enemy168a_at02.spr	enemy168a_st02.spr	enemy168a_wlk.spr
enemy169	enemy169_st01.spr	enemy169_st02.spr	enemy169_st02.spr	enemy169_wlk.spr	enemy169_wlk.spr	enemy169_wlk.spr	enemy169_wlk.spr	enemy169_bat.spr	enemy169_die.spr	enemy169_at01.spr	enemy169_at02.spr	enemy169_at02.spr	enemy169_st02.spr	enemy169_wlk.spr
enemy170	enemy170_st01.spr	enemy170_st02.spr	enemy170_st02.spr	enemy170_wlk.spr	enemy170_wlk.spr	enemy170_wlk.spr	enemy170_wlk.spr	enemy170_bat.spr	enemy170_die.spr	enemy170_at01.spr	enemy170_at02.spr	enemy170_at02.spr	enemy170_st02.spr	enemy170_wlk.spr
enemy171	enemy171_st01.spr	enemy171_st02.spr	enemy171_st02.spr	enemy171_wlk.spr	enemy171_wlk.spr	enemy171_wlk.spr	enemy171_wlk.spr	enemy171_bat.spr	enemy171_die.spr	enemy171_at01.spr	enemy171_at02.spr	enemy171_at02.spr	enemy171_st02.spr	enemy171_wlk.spr
enemy172	enemy172_st01.spr	enemy172_st02.spr	enemy172_st02.spr	enemy172_wlk.spr	enemy172_wlk.spr	enemy172_wlk.spr	enemy172_wlk.spr	enemy172_bat.spr	enemy172_die.spr	enemy172_at01.spr	enemy172_at02.spr	enemy172_at02.spr	enemy172_st02.spr	enemy172_wlk.spr
enemy173	enemy173_st01.spr	enemy173_st02.spr	enemy173_st02.spr	enemy173_wlk.spr	enemy173_wlk.spr	enemy173_wlk.spr	enemy173_wlk.spr	enemy173_bat.spr	enemy173_die.spr	enemy173_at01.spr	enemy173_at02.spr	enemy173_at02.spr	enemy173_st02.spr	enemy173_wlk.spr
enemy174	enemy174_st01.spr	enemy174_st01.spr	enemy174_st01.spr	enemy174_wlk.spr	enemy174_wlk.spr	enemy174_wlk.spr	enemy174_wlk.spr	enemy174_st01.spr	enemy174_die.spr	enemy174_at01.spr	enemy174_at01.spr	enemy174_at01.spr	enemy174_st01.spr	enemy174_wlk.spr
enemy175	enemy175_st01.spr	enemy175_st01.spr	enemy175_st01.spr	enemy175_wlk.spr	enemy175_wlk.spr	enemy175_wlk.spr	enemy175_wlk.spr	enemy175_st01.spr	enemy175_die.spr	enemy175_at01.spr	enemy175_at01.spr	enemy175_at01.spr	enemy175_st01.spr	enemy175_wlk.spr
enemy176	enemy176_st02.spr	enemy176_st02.spr	enemy176_st02.spr	enemy176_wlk.spr	enemy176_wlk.spr	enemy176_wlk.spr	enemy176_wlk.spr	enemy176_bat.spr	enemy176_die.spr	enemy176_at01.spr	enemy176_at01.spr	enemy176_at01.spr	enemy176_st02.spr	enemy176_wlk.spr
enemy177	enemy177_st02.spr	enemy177_st02.spr	enemy177_st02.spr	enemy177_wlk.spr	enemy177_wlk.spr	enemy177_wlk.spr	enemy177_wlk.spr	enemy177_bat.spr	enemy177_die.spr	enemy177_at01.spr	enemy177_at01.spr	enemy177_at01.spr	enemy177_st02.spr	enemy177_wlk.spr
enemy178	enemy178_st01.spr	enemy178_st02.spr	enemy178_st02.spr	enemy178_wlk.spr	enemy178_wlk.spr	enemy178_wlk.spr	enemy178_wlk.spr	enemy178_bat.spr	enemy178_die.spr	enemy178_at01.spr	enemy178_at01.spr	enemy178_at01.spr	enemy178_st02.spr	enemy178_wlk.spr
enemy179	enemy179_st01.spr	enemy179_st02.spr	enemy179_st02.spr	enemy179_wlk.spr	enemy179_wlk.spr	enemy179_wlk.spr	enemy179_wlk.spr	enemy179_bat.spr	enemy179_die.spr	enemy179_at02.spr	enemy179_at02.spr	enemy179_at02.spr	enemy179_st02.spr	enemy179_wlk.spr
enemy180	enemy180_st02.spr	enemy180_st02.spr	enemy180_st02.spr	enemy180_wlk.spr	enemy180_wlk.spr	enemy180_wlk.spr	enemy180_wlk.spr	enemy180_bat.spr	enemy180_die.spr	enemy180_at01.spr	enemy180_at01.spr	enemy180_at01.spr	enemy180_st02.spr	enemy180_wlk.spr
enemy181	enemy181_st01.spr	enemy181_st02.spr	enemy181_st02.spr	enemy181_wlk.spr	enemy181_wlk.spr	enemy181_wlk.spr	enemy181_wlk.spr	enemy181_bat.spr	enemy181_die.spr	enemy181_at01.spr	enemy181_at02.spr	enemy181_at02.spr	enemy181_st02.spr	enemy181_wlk.spr
enemy182	enemy182_st01.spr	enemy182_st02.spr	enemy182_st02.spr	enemy182_wlk.spr	enemy182_wlk.spr	enemy182_wlk.spr	enemy182_wlk.spr	enemy182_bat.spr	enemy182_die.spr	enemy182_at01.spr	enemy182_at02.spr	enemy182_at02.spr	enemy182_st02.spr	enemy182_wlk.spr
enemy183	enemy183_st01.spr	enemy183_st02.spr	enemy183_st02.spr	enemy183_wlk.spr	enemy183_wlk.spr	enemy183_wlk.spr	enemy183_wlk.spr	enemy183_bat.spr	enemy183_die.spr	enemy183_at01.spr	enemy183_at02.spr	enemy183_at01.spr	enemy183_st02.spr	enemy183_wlk.spr
enemy184	enemy184_st01.spr	enemy184_st02.spr	enemy184_st02.spr	enemy184_wlk.spr	enemy184_wlk.spr	enemy184_wlk.spr	enemy184_wlk.spr	enemy184_bat.spr	enemy184_die.spr	enemy184_at01.spr	enemy184_at02.spr	enemy184_at01.spr	enemy184_st02.spr	enemy184_wlk.spr
enemy185	enemy185_st01.spr	enemy185_st02.spr	enemy185_st02.spr	enemy185_wlk.spr	enemy185_wlk.spr	enemy185_wlk.spr	enemy185_wlk.spr	enemy185_bat.spr	enemy185_die.spr	enemy185_at01.spr	enemy185_at02.spr	enemy185_at01.spr	enemy185_st02.spr	enemy185_wlk.spr
enemy186	enemy186_st01.spr	enemy186_st02.spr	enemy186_st02.spr	enemy186_wlk.spr	enemy186_wlk.spr	enemy186_wlk.spr	enemy186_wlk.spr	enemy186_bat.spr	enemy186_die.spr	enemy186_at01.spr	enemy186_at02.spr	enemy186_at01.spr	enemy186_st02.spr	enemy186_wlk.spr
enemy187	enemy187_st01.spr	enemy187_st02.spr	enemy187_st02.spr	enemy187_wlk.spr	enemy187_wlk.spr	enemy187_wlk.spr	enemy187_wlk.spr	enemy187_bat.spr	enemy187_die.spr	enemy187_at01.spr	enemy187_at02.spr	enemy187_at01.spr	enemy187_st02.spr	enemy187_wlk.spr
enemy188	enemy188_st01.spr	enemy188_st02.spr	enemy188_st02.spr	enemy188_wlk.spr	enemy188_wlk.spr	enemy188_wlk.spr	enemy188_wlk.spr	enemy188_bat.spr	enemy188_die.spr	enemy188_at01.spr	enemy188_at02.spr	enemy188_at01.spr	enemy188_st02.spr	enemy188_wlk.spr
enemy189	enemy189_st01.spr	enemy189_st02.spr	enemy189_st02.spr	enemy189_wlk.spr	enemy189_wlk.spr	enemy189_wlk.spr	enemy189_wlk.spr	enemy189_bat.spr	enemy189_die.spr	enemy189_at01.spr	enemy189_at02.spr	enemy189_at01.spr	enemy189_st02.spr	enemy189_wlk.spr
enemy190	enemy190_st01.spr	enemy190_st02.spr	enemy190_st02.spr	enemy190_wlk.spr	enemy190_wlk.spr	enemy190_wlk.spr	enemy190_wlk.spr	enemy190_bat.spr	enemy190_die.spr	enemy190_at01.spr	enemy190_at02.spr	enemy190_at02.spr	enemy190_st02.spr	enemy190_wlk.spr
enemy191	enemy191_st01.spr	enemy191_st02.spr	enemy191_st02.spr	enemy191_wlk.spr	enemy191_wlk.spr	enemy191_wlk.spr	enemy191_wlk.spr	enemy191_bat.spr	enemy191_die.spr	enemy191_at01.spr	enemy191_at02.spr	enemy191_at02.spr	enemy191_st02.spr	enemy191_wlk.spr
enemy192	enemy192_st01.spr	enemy192_st02.spr	enemy192_st02.spr	enemy192_wlk.spr	enemy192_wlk.spr	enemy192_wlk.spr	enemy192_wlk.spr	enemy192_bat.spr	enemy192_die.spr	enemy192_at01.spr	enemy192_at02.spr	enemy192_at02.spr	enemy192_st02.spr	enemy192_wlk.spr
enemy193	enemy193_st01.spr	enemy193_st02.spr	enemy193_st02.spr	enemy193_wlk.spr	enemy193_wlk.spr	enemy193_wlk.spr	enemy193_wlk.spr	enemy193_bat.spr	enemy193_die.spr	enemy193_at01.spr	enemy193_at02.spr	enemy193_at02.spr	enemy193_st02.spr	enemy193_wlk.spr
enemy194	enemy194_st01.spr	enemy194_st02.spr	enemy194_st02.spr	enemy194_wlk.spr	enemy194_wlk.spr	enemy194_wlk.spr	enemy194_wlk.spr	enemy194_bat.spr	enemy194_die.spr	enemy194_at01.spr	enemy194_at02.spr	enemy194_at02.spr	enemy194_st02.spr	enemy194_wlk.spr
enemy195	enemy195_st01.spr	enemy195_st02.spr	enemy195_st02.spr	enemy195_wlk.spr	enemy195_wlk.spr	enemy195_wlk.spr	enemy195_wlk.spr	enemy195_bat.spr	enemy195_die.spr	enemy195_at01.spr	enemy195_at02.spr	enemy195_at02.spr	enemy195_st02.spr	enemy195_wlk.spr
enemy196	enemy196_st02.spr	enemy196_st01.spr	enemy196_st01.spr	enemy196_wlk.spr	enemy196_wlk.spr	enemy196_wlk.spr	enemy196_wlk.spr	enemy196_bat.spr	enemy196_die.spr	enemy196_at01.spr	enemy196_at02.spr	enemy196_at02.spr	enemy196_st02.spr	enemy196_wlk.spr
enemy197	enemy197_st02.spr	enemy197_st01.spr	enemy197_st01.spr	enemy197_wlk.spr	enemy197_wlk.spr	enemy197_wlk.spr	enemy197_wlk.spr	enemy197_bat.spr	enemy197_die.spr	enemy197_at01.spr	enemy197_at02.spr	enemy197_at02.spr	enemy197_st02.spr	enemy197_wlk.spr
enemy198	enemy198_st01.spr	enemy198_st02.spr	enemy198_st02.spr	enemy198_wlk.spr	enemy198_wlk.spr	enemy198_wlk.spr	enemy198_wlk.spr	enemy198_bat.spr	enemy198_die.spr	enemy198_at01.spr	enemy198_at02.spr	enemy198_at02.spr	enemy198_st02.spr	enemy198_wlk.spr
enemy199	enemy199_st01.spr	enemy199_st02.spr	enemy199_st02.spr	enemy199_wlk.spr	enemy199_wlk.spr	enemy199_wlk.spr	enemy199_wlk.spr	enemy199_bat.spr	enemy199_die.spr	enemy199_at01.spr	enemy199_at02.spr	enemy199_at02.spr	enemy199_st02.spr	enemy199_wlk.spr
enemy200	enemy200_st01.spr	enemy200_st02.spr	enemy200_st02.spr	enemy200_wlk.spr	enemy200_wlk.spr	enemy200_wlk.spr	enemy200_wlk.spr	enemy200_bat.spr	enemy200_die.spr	enemy200_at01.spr	enemy200_at02.spr	enemy200_at02.spr	enemy200_st02.spr	enemy200_wlk.spr
enemy201	enemy201_st01.spr	enemy201_st02.spr	enemy201_st02.spr	enemy201_wlk.spr	enemy201_wlk.spr	enemy201_wlk.spr	enemy201_wlk.spr	enemy201_bat.spr	enemy201_die.spr	enemy201_at01.spr	enemy201_at02.spr	enemy201_at02.spr	enemy201_st02.spr	enemy201_wlk.spr
enemy202	enemy202_st02.spr	enemy202_st01.spr	enemy202_st01.spr	enemy202_wlk.spr	enemy202_wlk.spr	enemy202_wlk.spr	enemy202_wlk.spr	enemy202_bat.spr	enemy202_die.spr	enemy202_at01.spr	enemy202_at02.spr	enemy202_at02.spr	enemy202_st01.spr	enemy202_wlk.spr
enemy203	enemy203_st01.spr	enemy203_st02.spr	enemy203_st02.spr	enemy203_wlk.spr	enemy203_wlk.spr	enemy203_wlk.spr	enemy203_wlk.spr	enemy203_bat.spr	enemy203_die.spr	enemy203_at01.spr	enemy203_at02.spr	enemy203_at02.spr	enemy203_st02.spr	enemy203_wlk.spr
enemy204	enemy204_st02.spr	enemy204_st01.spr	enemy204_st01.spr	enemy204_wlk.spr	enemy204_wlk.spr	enemy204_wlk.spr	enemy204_wlk.spr	enemy204_bat.spr	enemy204_die.spr	enemy204_at01.spr	enemy204_at02.spr	enemy204_at02.spr	enemy204_st01.spr	enemy204_wlk.spr
enemy205	enemy205_st01.spr	enemy205_st02.spr	enemy205_st02.spr	enemy205_wlk.spr	enemy205_wlk.spr	enemy205_wlk.spr	enemy205_wlk.spr	enemy205_bat.spr	enemy205_die.spr	enemy205_at01.spr	enemy205_at02.spr	enemy205_at02.spr	enemy205_st02.spr	enemy205_wlk.spr
enemy206	enemy206_st01.spr	enemy206_st02.spr	enemy206_st02.spr	enemy206_wlk.spr	enemy206_wlk.spr	enemy206_wlk.spr	enemy206_wlk.spr	enemy206_bat.spr	enemy206_die.spr	enemy206_at01.spr	enemy206_at02.spr	enemy206_at02.spr	enemy206_st02.spr	enemy206_wlk.spr
enemy207	enemy207_st01.spr	enemy207_st02.spr	enemy207_st02.spr	enemy207_wlk.spr	enemy207_wlk.spr	enemy207_wlk.spr	enemy207_wlk.spr	enemy207_bat.spr	enemy207_die.spr	enemy207_at01.spr	enemy207_at02.spr	enemy207_at02.spr	enemy207_st02.spr	enemy207_wlk.spr
enemy208	enemy208_st01.spr	enemy208_st02.spr	enemy208_st02.spr	enemy208_wlk.spr	enemy208_wlk.spr	enemy208_wlk.spr	enemy208_wlk.spr	enemy208_bat.spr	enemy208_die.spr	enemy208_at01.spr	enemy208_at02.spr	enemy208_at02.spr	enemy208_st02.spr	enemy208_wlk.spr
enemy209	enemy209_st01.spr	enemy209_st02.spr	enemy209_st02.spr	enemy209_wlk.spr	enemy209_wlk.spr	enemy209_wlk.spr	enemy209_wlk.spr	enemy209_bat.spr	enemy209_die.spr	enemy209_at01.spr	enemy209_at02.spr	enemy209_at02.spr	enemy209_st02.spr	enemy209_wlk.spr
enemy210	enemy210_st01.spr	enemy210_st02.spr	enemy210_st02.spr	enemy210_wlk.spr	enemy210_wlk.spr	enemy210_wlk.spr	enemy210_wlk.spr	enemy210_bat.spr	enemy210_die.spr	enemy210_at01.spr	enemy210_at02.spr	enemy210_at02.spr	enemy210_st02.spr	enemy210_wlk.spr
enemy211	enemy211_st01.spr	enemy211_st02.spr	enemy211_st02.spr	enemy211_wlk.spr	enemy211_wlk.spr	enemy211_wlk.spr	enemy211_wlk.spr	enemy211_bat.spr	enemy211_die.spr	enemy211_at01.spr	enemy211_at02.spr	enemy211_at02.spr	enemy211_st02.spr	enemy211_wlk.spr
enemy212	enemy212_st01.spr	enemy212_st02.spr	enemy212_st02.spr	enemy212_wlk.spr	enemy212_wlk.spr	enemy212_wlk.spr	enemy212_wlk.spr	enemy212_bat.spr	enemy212_die.spr	enemy212_at01.spr	enemy212_at02.spr	enemy212_at02.spr	enemy212_st02.spr	enemy212_wlk.spr
enemy213	enemy213_st01.spr	enemy213_st02.spr	enemy213_st02.spr	enemy213_wlk.spr	enemy213_wlk.spr	enemy213_wlk.spr	enemy213_wlk.spr	enemy213_bat.spr	enemy213_die.spr	enemy213_at01.spr	enemy213_at02.spr	enemy213_at02.spr	enemy213_st02.spr	enemy213_wlk.spr
enemy214	enemy214_st01.spr	enemy214_st02.spr	enemy214_st02.spr	enemy214_wlk.spr	enemy214_wlk.spr	enemy214_wlk.spr	enemy214_wlk.spr	enemy214_bat.spr	enemy214_die.spr	enemy214_at01.spr	enemy214_at02.spr	enemy214_at02.spr	enemy214_st02.spr	enemy214_wlk.spr
enemy215	enemy215_st01.spr	enemy215_st02.spr	enemy215_st02.spr	enemy215_wlk.spr	enemy215_wlk.spr	enemy215_wlk.spr	enemy215_wlk.spr	enemy215_bat.spr	enemy215_die.spr	enemy215_at01.spr	enemy215_at02.spr	enemy215_at02.spr	enemy215_st02.spr	enemy215_wlk.spr
enemy216	enemy216_st01.spr	enemy216_st02.spr	enemy216_st02.spr	enemy216_wlk.spr	enemy216_wlk.spr	enemy216_wlk.spr	enemy216_wlk.spr	enemy216_bat.spr	enemy216_die.spr	enemy216_at01.spr	enemy216_at02.spr	enemy216_at02.spr	enemy216_st02.spr	enemy216_wlk.spr
enemy217	enemy217_st01.spr	enemy217_st02.spr	enemy217_st02.spr	enemy217_wlk.spr	enemy217_wlk.spr	enemy217_wlk.spr	enemy217_wlk.spr	enemy217_bat.spr	enemy217_die.spr	enemy217_at01.spr	enemy217_at02.spr	enemy217_at02.spr	enemy217_st02.spr	enemy217_wlk.spr
enemy218	enemy218_st01.spr	enemy218_st02.spr	enemy218_st02.spr	enemy218_wlk.spr	enemy218_wlk.spr	enemy218_wlk.spr	enemy218_wlk.spr	enemy218_bat.spr	enemy218_die.spr	enemy218_at01.spr	enemy218_at02.spr	enemy218_at02.spr	enemy218_st02.spr	enemy218_wlk.spr
enemy219	enemy219_st01.spr	enemy219_st02.spr	enemy219_st02.spr	enemy219_wlk.spr	enemy219_wlk.spr	enemy219_wlk.spr	enemy219_wlk.spr	enemy219_bat.spr	enemy219_die.spr	enemy219_at01.spr	enemy219_at02.spr	enemy219_at02.spr	enemy219_st02.spr	enemy219_wlk.spr
