SkillName	Property	SkillId	SkillType	SkillForm	StartPosition	Kind	SkillStyle	SkillGenus	ReplaceType	AppendDamageP	ShotNumber	FactionLimit	RouteLimit	SkillIcon	PreCastEffectId	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	StateTime	IsNoClearOnDeath	StateType	IsAura	LRSkill	NeedShadow	AttackRadius	IgnoreDistance	MslsGenerate	MslsGenerateData	ChildSkillId	ChildSkillLevel	ChildSkillNum	IsMissileSkill	CastActionId	EventSkillLevel	IsMelee	WaitTime	ClientOnly	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	IsDamage	TargetOnly	Relation	IsUseAR	StartSkillId	FlySkillId	FlyEventTime	CollidSkillId	VanishedSkillId	HitSkillId	ReqLevel	MaxLevel	WeaponLimit	HorseLimit	AngerLimit	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	ClassName	SkillDesc
npc Thừa Long Quyết Tử	Chủ động tấn công ngoại công	1037	5	1	3		meleephysicalattack			40	1							0	0	0			0	0	0	0	0	0	0	38	-1	1	1	9	-1	1	0	0	0	0	0	0	1	1	0	enemy	0	795	0	0	0	0	0	0	0	0	0	0	0	32		0					0	0	0	1	1	goldnormalattack	
npc Loạn Hoàn Kích	Cạm bẫy	1038	5	1	1		trap			100	-1			\image\icon\fightskill\tangmen\luanhuanji.spr				0	0	0			0	0	0	96	0	0	0	49	-1	1	1	11	-1	0	5	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	1039	0	0	0	0	0	0	0	0		0					0	0	0	2	1	npc_luanhuanji_child2	Tạo tường bẫy có hiệu quả đánh lùi, sát thương ngũ hành trong phạm vi lớn
npc Loạn Hoàn Kích_Tử 1	Cạm bẫy	1039	5	3	1		trap				-1							0	0	0			0	0	0	0	0	0	0	53	-1	8	1	11	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	1041	1040	5	0	0	0	0	0	0	0	0	0	128		4					0	0	0	0	1	empty	
npc Loạn Hoàn Kích_Tử 2	Cạm bẫy	1040	5	1	1		trap			100	-1							0	0	0			0	0	0	0	0	0	0	144	-1	1	1	11	0	0	18	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	woodnormalattack	
npc Loạn Hoàn Kích_Tử 3	Cạm bẫy	1041	5	2	1		trap			100	-1							0	0	0			0	0	0	0	0	0	0	322	-1	8	1	11	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	160		0					0	0	0	2	1	npc_luanhuanji_child2	
npc Huyền Âm Trảm	Chủ động tấn công ngoại công	1042	5	0	1		rangephysicalattack			40	2			\image\icon\fightskill\wudu\xuanyinzhan.spr				0	0	0			0	0	0	520	0	2	6	58	-1	2	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	1043	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	goldnormalattack	Tấn công xuyên 2 lần đường thẳng, đánh trúng địch sẽ kích skill 2
npc Tinh Không Phá	Chủ động tấn công ngoại công	1043	5	1	1		rangephysicalattack			20	6							0	0	0			0	0	0	0	0	0	0	59	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	woodnormalattack	
npc Âm Phong Thực Cốt	Chủ động tấn công nội công	1044	5	1	2		rangemagicattack			45	3			\image\icon\fightskill\wudu\yinfengshigu.spr				0	0	0			0	0	0	520	0	0	0	65	-1	1	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	1045	0	0	0	0	0	0	0	0		0					0	0	0	2	1	woodnormalattack	Tấn công 2 lần trong cự ly gần, khi skill này kết thúc sẽ thi triển skill phụ
npc Thiên Canh Độc Thủ	Chủ động tấn công nội công	1045	5	1	1		rangemagicattack			30	2							0	0	0			0	0	0	0	0	0	0	66	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	woodnormalattack	
npc Phong Sương Toái Ảnh	Chủ động tấn công nội công	1046	5	1	2		rangemagicattack			110	1			\image\icon\fightskill\emei\fengshuangsuiying.spr				0	0	0			0	0	0	1000	0	0	0	73	-1	1	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	1047	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	3	1	waternormalattack	Tấn công trong phạm vi lớn, đồng thời thi triển skill phụ tấn công mục tiêu
npc Kim Đỉnh Phật Quang	Chủ động tấn công nội công	1047	5	4	3		rangemagicattack			5	3							0	0	0			0	0	0	0	0	0	0	74	-1	3	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	32		0					0	0	0	3	1	goldnormalattack	
npc Băng Tâm Tiên Tử	Chủ động tấn công nội công	1048	5	0	1		rangemagicattack			85	1			\image\icon\fightskill\cuiyan\bingxinxianzi.spr				0	0	0			0	0	0	640	0	0	0	83	-1	1	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	1049	4	0	0	0	0	0	0	0	0	0	0		0					0	0	0	3	1	waternormalattack	Tấn công xuyên đường thẳng phạm vi nhỏ, lúc đi qua sẽ kích hoạt skill phụ
npc Phong Tuyết Băng Thiên	Chủ động tấn công nội công	1049	5	1	1		rangemagicattack			35	1							0	0	0			0	0	0	500	0	0	0	84	-1	1	1	14	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	3	1	waternormalattack	
npcBăng Tung Vô Ảnh	Chủ động tấn công ngoại công	1050	5	3	1		rangephysicalattack			50	5			\image\icon\fightskill\cuiyan\bingzongwuying.spr				0	0	0			0	0	0	80	0	0	0	87	-1	5	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	1051	0	0	0	0	0	0	0	0	0		1					0	0	0	3	1	goldnormalattack	Phóng 5 tia băng tấn công đối thủ, sau khi đánh trúng sẽ kích skill 2.
npc Băng Tâm Tuyết Liên	Chủ động tấn công ngoại công	1051	5	1	1		rangephysicalattack				4							0	0	0			0	0	0	500	0	0	0	88	-1	1	1	9	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	3	1	waternormalattack	
npc Phi Long Tại Thiên	Chủ động tấn công nội công	1052	5	2	1		rangemagicattack			20	3			\image\icon\fightskill\gaibang\feilongzaitian.spr				0	0	0			0	0	0	520	0	0	0	91	-1	4	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	1053	0	0	0	0	0	0	0	0	64		0					0	0	0	4	1	firenormalattack	Rồng bay mất sẽ kích skill phụ, có tỷ lệ sát thương mạnh trong cự ly nhỏ
npcLong Chiến Vu Dã	Chủ động tấn công nội công	1053	5	1	1		rangemagicattack			100	4							0	0	0			0	0	0	0	0	0	0	92	-1	1	1	11	0	0	5	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	4	1	npc_longzhanyuye	
npcThiên Hạ Vô Cẩu	Chủ động tấn công ngoại công	1054	5	2	1		rangephysicalattack			40	3			\image\icon\fightskill\gaibang\tianxiawugou.spr				0	0	0			0	0	0	520	0	0	0	95	-1	3	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	40		0					0	0	0	4	1	goldnormalattack	Xuất ra nhiều chiêu truy kích đối thủ, đồng thời hỏa công với tỷ lệ nhất định.
npcVân Long Kích	Chủ động tấn công ngoại công	1055	5	0	1		meleephysicalattack			120	1			\image\icon\fightskill\tianren\yunlongji.spr				0	0	0			0	0	0	180	0	0	0	100	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	4	1	goldnormalattack	Tấn công hỏa cận chiến xuyên đối thủ theo đường thằng.
npcThiên Ngoại Lưu Tinh	Chủ động tấn công nội công	1056	5	1	2		rangemagicattack			75	1			\image\icon\fightskill\tianren\tianwailiuxing.spr				0	0	0			0	0	0	520	0	0	0	105	-1	1	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	1057	0	0	0	0	0	0	0	0		0					0	0	0	4	1	firenormalattack	Tạo cầu lửa, khi cầu lửa rơi xuống sẽ kích skill 2, duy trì bỏng trong phạm vi lớn
npc Nghiệp Hỏa Phần Thành	Chủ động tấn công nội công	1057	5	1	1		rangemagicattack			4	11							0	0	0			0	0	0	0	0	0	0	106	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	4	1	firenormalattack	
npc Thiên Địa Vô Cực	Chủ động tấn công nội công	1058	5	1	2		rangemagicattack			40	5			\image\icon\fightskill\wudang\tiandiwuji.spr				0	0	0			0	0	0	520	0	0	0	110	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	earthnormalattack	Nội công cao cấp Võ Đang, tấn công đối thủ liên tục trong phạm vi lớn.
npc Nhân Kiếm Hợp Nhất	Chủ động tấn công ngoại công	1059	5	0	1		meleephysicalattack			40	3			\image\icon\fightskill\wudang\renjianheyi.spr				0	0	0			0	0	0	210	0	2	5	114	-1	3	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	1060	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	earthnormalattack	Xuất 3 chiêu tấn công và bản thân phát ra skill phụ làm đối thủ choáng váng.
npc Huyền Nhất Vô Tượng	Chủ động tấn công ngoại công	1060	5	1	1		meleephysicalattack				3							0	0	0			0	0	0	0	0	0	0	116	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	earthnormalattack	
npc Ngạo Tuyết Tiếu Phong	Chủ động tấn công ngoại công	1061	5	0	1		rangephysicalattack			60	2			\image\icon\fightskill\kunlun\aoxuexiaofeng.spr				0	0	0			0	0	0	640	0	0	0	121	-1	1	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	1062	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	earthnormalattack	Ra 1 trận lốc tấn công phạm vi lớn, khi đánh trúng địch sẽ kích hoạt skill 2
npc Tiếu Phong Tam Liên Kích	Chủ động tấn công ngoại công	1062	5	1	1		rangephysicalattack			30	3							0	0	0			0	0	0	500	0	0	0	122	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	earthnormalattack	
npc Lôi Động Cửu Thiên	Chủ động tấn công nội công	1063	6	1	2		rangemagicattack			200	1			\image\icon\fightskill\kunlun\leidongjiutian.spr				0	0	0			0	0	0	800	0	0	0	126	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	1	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	npc_leidongjiutian	Ra sét liên hoàn, đánh trúng địch sẽ tiếp tục tấn công các mục tiêu lân cận
npc Long Thôn Thức	Chủ động tấn công ngoại công	1064	1	5	1		meleephysicalattack				1			\image\icon\fightskill\mingjiao\longtunshi.spr				0	0	0			0	0	0	80	0	2	6	1065	-1	1	0	9	0	1	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	goldnormalattack	Chùy pháp cao cấp Minh Giáo, tấn công đối thủ phía trước trong phạm vi nhỏ.
npc Long Thôn Thức_Tử	Chủ động tấn công ngoại công	1065	5	2	1		meleephysicalattack			65	1							0	0	0			0	0	0	0	0	0	0	131	-1	3	1	9	-1	1	0	0	0	0	0	0	1	1	0	enemy	0	874	0	0	0	0	0	0	0	0	0	0	0	32		0					0	0	0	2	1	goldnormalattack	
npc Thánh Hỏa Liêu Nguyên	Chủ động tấn công nội công	1066	5	6	2		rangemagicattack			85	-1			\image\icon\fightskill\mingjiao\shenghuoliaoyuan.spr				0	0	0			0	0	0	520	0	4	9	135	-1	4	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	96		0					0	0	0	2	1	woodnormalattack	Dị thuật Minh Giáo, vô số lửa trên trời rơi xuống tấn công trong phạm vi lớn.
npc Càn Dương Thần Chỉ	Chủ động tấn công ngoại công	1067	1	5	1		meleephysicalattack			50	2			\image\icon\fightskill\daliduanshi\qianyangshenzhi.spr				0	0	0			0	0	1	80	0	2	5	1068	-1	2	0	9	0	1	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	3	1	goldnormalattack	Chỉ pháp cao cấp Đại Lý Đoàn Thị, tấn công xuyên 2 lần trong phạm vi nhỏ.
npc Càn Dương Thần Chỉ_Tử	Chủ động tấn công ngoại công	1068	5	0	1		meleephysicalattack			50	2			\image\icon\fightskill\daliduanshi\qianyangshenzhi.spr				0	0	0			0	0	0	80	0	0	0	140	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	64		0					0	0	0	3	1	goldnormalattack	
npc Lục Mạch Thần Kiếm	Chủ động tấn công nội công	1069	5	2	3		rangemagicattack			40	2			\image\icon\fightskill\daliduanshi\liumaishenjian.spr				0	0	0			0	0	0	520	0	0	0	429	-1	1	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	1070	0	0	0	0	0	0	0	0	0	0	0	32		0					0	0	0	3	1	goldnormalattack	Kiếm khí cao cấp Đại Lý Đoàn Thị, phát ra 6 đạo kiếm khí truy đuổi đối thủ, phụ thêm hiệu quả ngũ hành, kiếm khí cuối cùng có lực cực mạnh.<enter>Tốc độ xuất chiêu tương đối chậm.
npc Lục Mạch Thần Kiếm_Tử 1	Chủ động tấn công nội công	1070	5	2	3		rangemagicattack			40	2			\image\icon\fightskill\daliduanshi\liumaishenjian.spr				0	0	0			0	0	0	0	0	0	0	430	-1	1	1	11	-1	0	3	0	0	0	0	0	0	1	0	enemy	0	1071	0	0	0	0	0	0	0	0	0	0	0	32		0					0	0	0	3	1	woodnormalattack	Kiếm khí cao cấp Đại Lý Đoàn Thị, phát ra 6 đạo kiếm khí tấn công đối thủ.
npc Lục Mạch Thần Kiếm_Tử 2	Chủ động tấn công nội công	1071	5	2	3		rangemagicattack			40	2			\image\icon\fightskill\daliduanshi\liumaishenjian.spr				0	0	0			0	0	0	0	0	0	0	431	-1	1	1	11	-1	0	6	0	0	0	0	0	0	1	0	enemy	0	1072	0	0	0	0	0	0	0	0	0	0	0	32		0					0	0	0	3	1	waternormalattack	Kiếm khí cao cấp Đại Lý Đoàn Thị, phát ra 6 đạo kiếm khí tấn công đối thủ.
npc Lục Mạch Thần Kiếm_Tử 3	Chủ động tấn công nội công	1072	5	2	3		rangemagicattack			40	2			\image\icon\fightskill\daliduanshi\liumaishenjian.spr				0	0	0			0	0	0	0	0	0	0	432	-1	1	1	11	-1	0	9	0	0	0	0	0	0	1	0	enemy	0	1073	0	0	0	0	0	0	0	0	0	0	0	32		0					0	0	0	3	1	firenormalattack	Kiếm khí cao cấp Đại Lý Đoàn Thị, phát ra 6 đạo kiếm khí tấn công đối thủ.
npc Lục Mạch Thần Kiếm_Tử 4	Chủ động tấn công nội công	1073	5	2	3		rangemagicattack			40	2			\image\icon\fightskill\daliduanshi\liumaishenjian.spr				0	0	0			0	0	0	0	0	0	0	433	-1	1	1	11	-1	0	12	0	0	0	0	0	0	1	0	enemy	0	1074	0	0	0	0	0	0	0	0	0	0	0	32		0					0	0	0	3	1	earthnormalattack	Kiếm khí cao cấp Đại Lý Đoàn Thị, phát ra 6 đạo kiếm khí tấn công đối thủ.
npc Lục Mạch Thần Kiếm_Tử 5	Chủ động tấn công nội công	1074	5	2	3		rangemagicattack			40	2			\image\icon\fightskill\daliduanshi\liumaishenjian.spr				0	0	0			0	0	0	0	0	0	0	434	-1	1	1	11	-1	0	15	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	32		0					0	0	0	3	1	empty	Kiếm khí cao cấp Đại Lý Đoàn Thị, phát ra 6 đạo kiếm khí tấn công đối thủ.
npc Kỹ năng tấn công liên tục	Chủ động tấn công ngoại công	1075	1	5	1		meleephysicalattack				3			\image\icon\fightskill\tianwang\zhuixingzhuyue.spr	210			0	0	0			0	0	0	520	1	2	36	1076	-1	1	0	9	0	1	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	4	1	firenormalattack	Thương pháp cao cấp Thiên Vương, một lần xuất ra 5 chiêu cực nhanh tấn công đối thủ.
npc Các ngươi trêu chọc ta	Chủ động tấn công nội công	1076	5	4	3		rangemagicattack			20	-1			\image\icon\fightskill\mingjiao\shenghuoliaoyuan.spr				0	0	0			0	0	0	520	0	4	18	285	-1	7	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	1077	4	0	0	0	0	0	0	0	0	0	64		0					0	0	0	4	1	firenormalattack	Dị thuật Minh Giáo, vô số lửa trên trời rơi xuống tấn công trong phạm vi lớn.
npc Kỹ năng Bay ẩn hình	Chủ động tấn công nội công	1077	5	4	2		rangemagicattack				-1			\image\icon\fightskill\mingjiao\shenghuoliaoyuan.spr				0	0	0			0	0	0	520	0	4	18	319	-1	4	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	1056	0	0	0	0	0	0	0	64		0					0	0	0	4	1	firenormalattack	Dị thuật Minh Giáo, vô số lửa trên trời rơi xuống tấn công trong phạm vi lớn.
npc Thiên Ngoại Lưu Tinh Tam Liên Phát	Chủ động tấn công nội công	1078	5	4	2		rangemagicattack			20	-1			\image\icon\fightskill\mingjiao\shenghuoliaoyuan.spr	210			0	0	0			0	0	0	520	0	4	8	105	-1	3	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	1056	0	0	0	0	0	0	0	72		0					0	0	0	4	1	firenormalattack	Dị thuật Minh Giáo, vô số lửa trên trời rơi xuống tấn công trong phạm vi lớn.
npc Tốc độ tấn công tăng	Chủ động hỗ trợ chiến đấu	1079	2				initiativeattackassistant				-1			\image\icon\fightskill\daliduanshi\kumuchangong.spr	284			117	0	5400			0	2	0	520	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_atkspeedup	Tăng tốc độ tấn công, từ cấp 1 đến 10 tăng từ 10 đến 100 tốc độ đánh nội ngoại công.
npc Trạng thái tấn công	Chủ động hỗ trợ chiến đấu	1080	2				initiativeattackassistant				-1			\image\icon\fightskill\tianwang\tianwwangzhanyi.spr	160			18	0	5400			0	2	0	520	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_atkstate	Tăng lực tấn công, cấp 1 đến 10 kỹ năng phát huy lực tấn công cơ bản tăng 10% đến 100%
npc Giảm tốc độ tấn công của đối thủ	Bùa chú	1081	5	0	3						-1			\image\icon\fightskill\tianwang\jinzhongzhao.spr				246	0	0			0	2	0	520	1	0	0	303	-1	1	1	11	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_reduceatk	Giảm tốc độ tấn công của mục tiêu, tốc độ từ cấp 1 đến 10 giảm từ 10 đến 100.
npc Mê Ảnh Tung - Ngụy	Chủ động hỗ trợ chiến đấu	1082	1	4	1						-1			\image\icon\fightskill\tianwang\duanhunci.spr	164			0	0	0			0	0	1	500	0	1	16	0	-1	1	0	9	10	0	0	0	0	0	0	0	0	0	0	enemy	0	1090	0	0	0	0	0	0	0	0	0	0	0	32		0					0	0	0	0	1	empty	Đoạn Hồn Thích mô phỏng Mê Ảnh Tung
boss Cửu Cung Phi Tinh		1083	5	3	1		rangephysicalattack			60	1			\image\icon\fightskill\tangmen\jiugongfeixing.spr				0	0	0			0	0	0	500	0	5	3	251	-1	5	1	11	0	0	3	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2					0	0	0	2	1	boss_jiugongfeixing	
npc Lục Dương Dung Tuyết Công		1084	2				initiativeattackassistant				-1			\image\icon\fightskill\daliduanshi\liujianqifa.spr	164			246	0	0			0	2	0	500	1	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_liuyangrongxuegong	Khi tấn công giảm nội lực của đối thủ
npc Lục Dương Dung Tuyết Công_Tử		1085	2								-1			\image\icon\fightskill\daliduanshi\liumaishenjian.spr				290	0	0			0	0	0	520	0	0	0	0	-1	0	1	9	0	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				1	0	0	0	0	1	npc_liuyangrongxuegong_child	Khi tấn công giảm nội lực của đối thủ
npc trận pháp gây choáng	Chủ động tấn công nội công	1086	5	4	2		rangemagicattack			100	-1			\image\icon\fightskill\mingjiao\shenghuoliaoyuan.spr				0	0	0			0	0	0	520	0	0	0	391	-1	8	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	1087	9	0	0	0	0	0	0	0	0	0	-300		0					0	0	0	0	1	npc_shizihou	Khi rơi vào trận pháp kẻ địch sẽ bị choáng
npc trận pháp gây choáng_Tử		1087	5	3	1		disable			50	-1			\image\icon\fightskill\mingjiao\shenghuoliaoyuan.spr	210			0	0	0			0	0	0	520	0	0	0	137	-1	2	1	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8					0	0	0	0	1	npc_shizihou	Khi rơi vào trận pháp kẻ địch sẽ bị choáng
npc Tuyết Hoa Lục Xuất	Chủ động tấn công nội công	1088	5	4	2		rangemagicattack				-1			\image\icon\fightskill\mingjiao\shenghuoliaoyuan.spr				0	0	0			0	0	0	520	0	2	0	51	-1	6	1	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	1089	0	0	0	0	0	0	0	-400		0					0	0	0	3	1	waternormalattack	Khi rơi vào trận pháp kẻ địch sẽ bị choáng
npc Tuyết Hoa Lục Xuất_Tử	Chủ động tấn công nội công	1089	5	3	1		rangemagicattack			75	-1			\image\icon\fightskill\mingjiao\shenghuoliaoyuan.spr	210			0	0	0			0	0	0	520	0	2	2	392	-1	14	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	400		2					0	0	0	3	1	waternormalattack	Khi rơi vào trận pháp kẻ địch sẽ bị choáng
npc Mê Ảnh Tung - Ngụy_Tử	Chủ động hỗ trợ chiến đấu	1090	2				initiativeattackassistant				-1			\image\icon\fightskill\tianwang\jinzhongzhao.spr				18	0	0			0	2	0	520	0	0	0	0	-1	1	0	11	0	0	0	0	0	0	0	0	1	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	npc_miyingzong_child	Tăng tốc độ tấn công, tốc độ từ cấp 1 đến cấp 10 tăng từ 10 đến 100.
xoyo A La Hán Thần Công	Vòng sáng hỗ trợ tấn công	1091	4	1	1		stolenassistant				1			\image\icon\fightskill\shaolin\aluohanshengong.spr				15	0	45			1	2	0	0	0	0	0	23	-1	1	1	14	-1	0	0	0	0	0	0	0	0	0	0	ally	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	1	0	0	1	aluohanshengong	Nội công Thiếu Lâm, phản đòn cho mình và đồng đội trong vòng sáng.
xoyo Vô Hình Cổ	Vòng sáng tấn công hệ ngoại công	1092	4	1	1		aurarangemagicattack			100	-1			\image\icon\fightskill\wudu\wuxinggu.spr				0	0	0			1	2	0	0	0	0	0	393	-1	1	1	14	1	0	0	0	0	0	0	0	1	1	0	enemy	0	79	0	0	0	0	0	0	0	0	0	0	0	0		0					0	8	0	0	1	woodnormalattack	Vô Hình Cổ phạm vi vừa
xoyo Thâu Thiên Hoán Nhật	Chủ động hỗ trợ chiến đấu	1093	2								-1			\image\icon\fightskill\mingjiao\toutianhuanri.spr				121	0	0			0	2	0	520	1	0	0	0	-1	0	0	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	1094	0	0	0	0	0	0	0	0	0	0	0	0		0					0	1	0	0	1	xoyo_toutianhuanri	Giảm nội lực đối thủ, đồng thời hồi phục sinh lực cho bản thân
xoyo Thâu Thiên Hoán Nhật_Bản thân		1094	2								-1							139	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	xoyo_toutianhuanri_self	
xoyo Lăng Ba Vi Bộ	Chủ động hỗ trợ chiến đấu	1095	2				initiativefightassistant				-1			\image\icon\fightskill\daliduanshi\lingboweibu.spr	280	\audio\fightskill\gaibang\gb_hbls_h.wav	\audio\fightskill\gaibang\gb_hbls_h.wav	51	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	10	0	0	0	0	0	0	0	1	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	xoyo_lingboweibu	
xoyo Màn đạn tấn công đường thẳng xung quanh	Chủ động tấn công ngoại công	1096	1	5	1		rangephysicalattack			30	1			\image\icon\fightskill\emei\fengshuangsuiying.spr	162			0	0	0			0	0	0	520	0	2	18	1097	-1	2	0	9	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	woodnormalattack	
xoyo Màn đạn tấn công đường thẳng xung quanh_Tử		1097	5	0	1		rangephysicalattack			30	1							0	0	0			0	0	0	0	0	2	3	285	-1	1	1	9	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	1098	3	0	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	woodnormalattack	
xoyo Màn đạn tấn công đường thẳng xung quanh_Tử tử		1098	5	4	1		rangephysicalattack			30	1							0	0	0			0	0	0	0	0	0	0	293	-1	8	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	64		0					0	0	0	2	1	woodnormalattack	
xoyo Miễn dịch tấn công ngoại công	Hỗ trợ bị động	1099	3								-1			\image\icon\fightskill\gaibang\benliudaohai.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	xoyo_ignore1	Miễn dịch tấn công ngoại công
xoyo Miễn dịch tấn công nội công	Hỗ trợ bị động	1100	3								-1			\image\icon\fightskill\gaibang\benliudaohai.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	xoyo_ignore2	Miễn dịch tấn công nội công
