MissileId	MissileName	MoveKind	ColFollowTarget	MissileHeight	CollidRange	RangeType	DmgRange	CanRepeatDamage	DmgInterval	LifeTime	Speed	Zspeed	Zacc	LoopPlay	SubLoop	SubStart	SubStop	ColVanish	AutoExplode	MissRate	MultiShow	Param1	Param2	Param3	HurtRandX	HurtRandY	BlurMaxNum	BlurDistance	BlurAlphaAttenuateP	AnimFile1	SndFile1	AnimFile2	SndFile2	AnimFile3	SndFile3	AnimFile4	SndFile4	AnimFileB1	SndFileB1	AnimFileB2	SndFileB2	AnimFileB3	SndFileB3	AnimFileB4	SndFileB4	RedLum	GreenLum	BlueLum	LightRadius
185	npc Tấn công khí tầm xa (Mộc)	1	1	10	1	0	1	0	0	21	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_wood_c.spr				\image\effect\fightskill\npc\npc_l_range_wood_d.spr	\audio\fightskill\wudu\wu_wxg_c.wav									255	255	255	0
186	npc Tấn công khí tầm xa (Thủy)	1	1	10	1	0	1	0	0	21	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_water_c.spr				\image\effect\fightskill\npc\npc_l_range_water_d.spr	\audio\fightskill\emei\cy_fjcx_c.wav									255	255	255	0
187	npc Tấn công khí tầm xa (Hỏa)	1	1	10	1	0	1	0	0	21	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_fire_c.spr				\image\effect\fightskill\npc\npc_l_range_fire_d.spr	\audio\fightskill\gaibang\gb_klyh_c.wav									255	255	255	0
188	npc Tấn công khí tầm xa (Thổ)	1	1	10	1	0	1	0	0	21	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_earth_c.spr				\image\effect\fightskill\npc\npc_l_range_earth_d.spr	\audio\fightskill\tianwang\tw_jlz_c.wav									255	255	255	0
189	npc Tấn công kiếm cận chiến (Không)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_none_d.spr	\audio\fightskill\public\SB014.wav									255	255	255	0
190	npc Tấn công kiếm cận chiến (Kim)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_gold_d.spr	\audio\fightskill\public\SB014.wav									255	255	255	0
191	npc Tấn công kiếm cận chiến (Mộc)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_wood_d.spr	\audio\fightskill\public\SB014.wav									255	255	255	0
192	npc Tấn công kiếm cận chiến (Thủy)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_water_d.spr	\audio\fightskill\public\SB014.wav									255	255	255	0
193	npc Tấn công kiếm cận chiến (Hỏa)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_fire_d.spr	\audio\fightskill\public\SB014.wav									255	255	255	0
194	npc Tấn công kiếm cận chiến (Thổ)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_earth_d.spr	\audio\fightskill\public\SB014.wav									255	255	255	0
195	npc Tấn công đao cận chiến (Không)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_none_d.spr	\audio\fightskill\public\SB015.wav									255	255	255	0
196	npc Tấn công đao cận chiến (Kim)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_gold_d.spr	\audio\fightskill\public\SB015.wav									255	255	255	0
197	npc Tấn công đao cận chiến (Mộc)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_wood_d.spr	\audio\fightskill\public\SB015.wav									255	255	255	0
198	npc Tấn công đao cận chiến (Thủy)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_water_d.spr	\audio\fightskill\public\SB015.wav									255	255	255	0
199	npc Tấn công đao cận chiến (Hỏa)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_fire_d.spr	\audio\fightskill\public\SB015.wav									255	255	255	0
200	npc Tấn công đao cận chiến (Thổ)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_earth_d.spr	\audio\fightskill\public\SB015.wav									255	255	255	0
201	Hệ thống nhiệm vụ_Nhận nhiệm vụ	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																				255	255	255	0
202	Hệ thống nhiệm vụ_Hoàn thành nhiệm vụ	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																				255	255	255	0
203	Pháo hoa	0	0	10	0	0	0	0	0	72	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\item\firework_b.spr														255	255	255	0
204	Đồng đội chiến trường lân cận	0	1	10	41	0	41	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\emei\em_30_chpd_d.spr	\audio\fightskill\emei\em_chpd_c.wav									255	255	255	0
205	Hệ thống nhiệm vụ_Bước hoàn thành	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																				255	255	255	0
206	npc Tấn công côn cận chiến (Không)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_none_d.spr	\audio\fightskill\public\SB016.wav									255	255	255	0
207	npc Tấn công côn cận chiến (Kim)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_gold_d.spr	\audio\fightskill\public\SB016.wav									255	255	255	0
208	npc Tấn công côn cận chiến (Mộc)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_wood_d.spr	\audio\fightskill\public\SB016.wav									255	255	255	0
209	npc Tấn công côn cận chiến (Thủy)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_water_d.spr	\audio\fightskill\public\SB016.wav									255	255	255	0
210	npc Tấn công côn cận chiến (Hỏa)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_fire_d.spr	\audio\fightskill\public\SB016.wav									255	255	255	0
211	npc Tấn công côn cận chiến (Thổ)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_earth_d.spr	\audio\fightskill\public\SB016.wav									255	255	255	0
212	npc Tấn công thương cận chiến (Không)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_none_d.spr	\audio\fightskill\public\SB017.wav									255	255	255	0
213	npc Tấn công thương cận chiến (Kim)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_gold_d.spr	\audio\fightskill\public\SB017.wav									255	255	255	0
214	npc Tấn công thương cận chiến (Mộc)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_wood_d.spr	\audio\fightskill\public\SB017.wav									255	255	255	0
215	npc Tấn công thương cận chiến (Thủy)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_water_d.spr	\audio\fightskill\public\SB017.wav									255	255	255	0
216	npc Tấn công thương cận chiến (Hỏa)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_fire_d.spr	\audio\fightskill\public\SB017.wav									255	255	255	0
217	npc Tấn công thương cận chiến (Thổ)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_earth_d.spr	\audio\fightskill\public\SB017.wav									255	255	255	0
218	npc Tấn công chùy cận chiến (Không)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_none_d.spr	\audio\fightskill\public\SB018.wav									255	255	255	0
219	npc Tấn công chùy cận chiến (Kim)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_gold_d.spr	\audio\fightskill\public\SB018.wav									255	255	255	0
220	npc Tấn công chùy cận chiến (Mộc)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_wood_d.spr	\audio\fightskill\public\SB018.wav									255	255	255	0
221	npc Tấn công chùy cận chiến (Thủy)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_water_d.spr	\audio\fightskill\public\SB018.wav									255	255	255	0
222	npc Tấn công chùy cận chiến (Hỏa)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_fire_d.spr	\audio\fightskill\public\SB018.wav									255	255	255	0
223	npc Tấn công chùy cận chiến (Thổ)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_melee_earth_d.spr	\audio\fightskill\public\SB018.wav									255	255	255	0
224	npc Tấn công tên tầm xa	1	1	10	1	0	1	0	0	12	60	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\public\arrow_c.spr				\image\effect\fightskill\public\arrow_d.spr	\audio\fightskill\public\SB021.wav									255	255	255	0
225	npc Vòng sáng 	0	1	10	5	0	5	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																				255	255	255	0
226	Lửa trại	0	1	10	41	0	41	0	36	10800	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																				255	255	255	0
227	npc Tấn công khí truy kích tầm xa (Kim)	5	1	10	1	0	1	0	0	31	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_gold_c.spr				\image\effect\fightskill\npc\npc_l_range_gold_d.spr	\audio\fightskill\shaolin\sl_pjdf_c.wav									255	255	255	0
228	npc Tấn công khí truy kích tầm xa (Mộc)	5	1	10	1	0	1	0	0	31	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_wood_c.spr				\image\effect\fightskill\npc\npc_l_range_wood_d.spr	\audio\fightskill\wudu\wu_wxg_c.wav									255	255	255	0
229	npc Tấn công khí truy kích tầm xa (Thủy)	5	1	10	1	0	1	0	0	31	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_water_c.spr				\image\effect\fightskill\npc\npc_l_range_water_d.spr	\audio\fightskill\emei\cy_fjcx_c.wav									255	255	255	0
230	npc Tấn công khí truy kích tầm xa (Hỏa)	5	1	10	1	0	1	0	0	31	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_fire_c.spr				\image\effect\fightskill\npc\npc_l_range_fire_d.spr	\audio\fightskill\gaibang\gb_klyh_c.wav									255	255	255	0
231	npc Tấn công khí truy kích tầm xa (Thổ)	5	1	10	1	0	1	0	0	31	25	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\npc\npc_l_range_earth_c.spr				\image\effect\fightskill\npc\npc_l_range_earth_d.spr	\audio\fightskill\tianwang\tw_jlz_c.wav									255	255	255	0
232	npc Tấn công khí chính xác (Kim)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_range_gold_d.spr	\audio\fightskill\shaolin\sl_pjdf_c.wav									255	255	255	0
233	npc Tấn công khí chính xác (Mộc)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_range_wood_d.spr	\audio\fightskill\wudu\wu_wxg_c.wav									255	255	255	0
234	npc Tấn công khí chính xác (Thủy)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_range_water_d.spr	\audio\fightskill\emei\cy_fjcx_c.wav									255	255	255	0
235	npc Tấn công khí chính xác (Hỏa)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_range_fire_d.spr	\audio\fightskill\gaibang\gb_klyh_c.wav									255	255	255	0
236	npc Tấn công khí chính xác (Thổ)	0	1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_range_earth_d.spr	\audio\fightskill\tianwang\tw_jlz_c.wav									255	255	255	0
237	npc Hiệu ứng bay chính xác (Kim)	1	1	10	1	0	1	0	0	5	104	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\npc\npc_l_range_gold_c.spr														255	255	255	0
238	npc Hiệu ứng bay chính xác (Mộc)	1	1	10	1	0	1	0	0	5	104	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\npc\npc_l_range_wood_c.spr														255	255	255	0
239	npc Hiệu ứng bay chính xác (Thủy)	1	1	10	1	0	1	0	0	5	104	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\npc\npc_l_range_water_c.spr														255	255	255	0
240	npc Hiệu ứng bay chính xác (Hỏa)	1	1	10	1	0	1	0	0	5	104	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\npc\npc_l_range_fire_c.spr														255	255	255	0
241	npc Hiệu ứng bay chính xác (Thổ)	1	1	10	1	0	1	0	0	5	104	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\npc\npc_l_range_earth_c.spr														255	255	255	0
242	npc Tấn công khí phạm vi chính xác (Kim)	0	1	10	9	0	9	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_range_gold_d.spr	\audio\fightskill\shaolin\sl_pjdf_c.wav									255	255	255	0
243	npc Tấn công khí phạm vi chính xác (Mộc)	0	1	10	9	0	9	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_range_wood_d.spr	\audio\fightskill\wudu\wu_wxg_c.wav									255	255	255	0
244	npc Tấn công khí phạm vi chính xác (Thủy)	0	1	10	9	0	9	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_range_water_d.spr	\audio\fightskill\emei\cy_fjcx_c.wav									255	255	255	0
245	npc Tấn công khí phạm vi chính xác (Hỏa)	0	1	10	9	0	9	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_range_fire_d.spr	\audio\fightskill\gaibang\gb_klyh_c.wav									255	255	255	0
246	npc Tấn công khí phạm vi chính xác (Thổ)	0	1	10	9	0	9	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\npc\npc_l_range_earth_d.spr	\audio\fightskill\tianwang\tw_jlz_c.wav									255	255	255	0
247	boss Bất động diện rộng	0	1	10	41	0	41	0	28	27	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50										\image\effect\fightskill\shaolin\sl_50_szh_d.spr	\audio\fightskill\shaolin\sl_szh_c.wav									255	255	255	0
248	boss Tấn công diện rộng (Kim)	0	1	10	41	0	41	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\shaolin\sl_10_pdgf_d.spr	\audio\fightskill\shaolin\sl_pdgf_c.wav									255	255	255	0
249	boss Phá Giới Đao Pháp	1	1	10	3	0	3	0	0	9	60	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\shaolin\sl_50_pjdf_c.spr	\audio\fightskill\shaolin\sl_pjdf_f.wav			\image\effect\fightskill\shaolin\sl_50_pjdf_d.spr	\audio\fightskill\shaolin\sl_pjdf_c.wav									255	255	255	0
250	bossdot Bùa chú	0	1	10	5	0	5	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\wudu\wu_70_wgsx_d.spr	\audio\fightskill\wudu\wu_wgsx_c.wav									255	255	255	0
251	boss Cửu Cung Phi Tinh	100	1	10	1	0	1	1	0	32	32	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\tangmen\tm_90_jgfx_c.spr	\audio\fightskill\tangmen\tm_jgfx_f.wav			\image\effect\fightskill\tangmen\tm_90_jgfx_d.spr	\audio\fightskill\tangmen\tm_jgfx_c.wav									255	255	255	0
252	boss Tán Hoa Tiêu	1	1	10	1	0	1	1	0	13	40	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\tangmen\tm_50_shb_c.spr	\audio\fightskill\tangmen\tm_shb_f.wav			\image\effect\fightskill\tangmen\tm_10_dhb_d.spr	\audio\fightskill\tangmen\tm_shb_c.wav									255	255	255	0
253	boss Huyễn Ảnh Phi Hồ	0	1	10	13	0	13	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\tianren\tr_50_hyfh_d.spr	\audio\fightskill\tianren\tr_hyfh_c.wav									255	255	255	0
254	Nộ khí (Thường)_Tử	1	1	10	1	0	1	0	0	3	30	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\public\rage_normal_d.spr	\audio\fightskill\shaolin\sl_lhq_c.wav									255	255	255	0
255	Nộ khí (Kim)_Tử	0	0	10	41	0	41	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\public\rage_gold_c.spr				\image\effect\fightskill\public\rage_gold_d.spr	\audio\fightskill\shaolin\sl_dmdj_c.wav									255	255	255	0
256	Nộ khí (Mộc)_Tử	1	1	10	4	0	4	0	0	13	50	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\public\rage_wood_c.spr	\audio\fightskill\tangmen\tm_jgfx_f.wav			\image\effect\fightskill\public\rage_wood_d.spr	\audio\fightskill\tangmen\tm_jgfx_c.wav									255	255	255	0
257	Nộ khí (Thủy)	1	1	10	8	0	8	0	0	45	5	0	0	1	0	2	14	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\cuiyan\cy_10_fhxy_d.spr					\audio\fightskill\shaolin\sl_szh_c.wav									255	255	255	0
258	Nộ khí (Thủy)_Tử Tử_Bão băng	0	1	10	8	0	8	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\public\rage_water_d.spr	\audio\fightskill\shaolin\sl_pdgf_c.wav									255	255	255	0
259	Nộ khí (Hỏa)	0	0	240	1	0	1	0	19	17	0	32	0	1	0	0	0	0	1	0	0	0	0	0	0	0						\image\effect\fightskill\gaibang\gb_10_ymtb_a.spr	\audio\fightskill\tianren\tr_twlx_f.wav			\image\effect\fightskill\tianren\tr_90_twlx_c.spr	\audio\fightskill\tianren\tr_twlx_c.wav									255	255	255	0
260	Nộ khí (Hỏa)_Tử Tử_Lửa phun	0	1	10	7	0	7	0	31	30	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\tianren\tr_10_cyrx_d.spr					\audio\fightskill\tianren\tr_yhfc_c.wav									255	255	255	0
261	Nộ khí (Thổ)	0	1	10	7	0	7	0	5	47	0	0	0	1	1	3	8	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\public\rage_earth_c1.spr				\image\effect\fightskill\kunlun\kl_90_axxf_d.spr	\audio\fightskill\tangmen\tm_jgfx_c.wav									255	255	255	0
262	Nộ khí (Thổ)_Tử Tử_Hình tròn thời gian kéo dài	1	1	10	3	0	3	0	0	15	32	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\public\rage_earth_c.spr				\image\effect\fightskill\kunlun\kl_90_axxf_d.spr	\audio\fightskill\tangmen\tm_jgfx_c.wav									255	255	255	0
263	Ngân Tùy Hỏa Kính	0	0	10	1	0	1	0	361	360	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																				255	255	255	0
264	Ngân Tùy Hỏa Kính_Tử	0	0	10	3	0	3	0	97	96	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\tianren\tr_10_cyrx_d.spr	\audio\fightskill\tianren\tr_tsth_f.wav				\audio\fightskill\tianren\tr_tsth_c.wav									255	255	255	0
265	Trung tâm truy kích trận tròn	5	0	10	1	0	1	0	0	13	80	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	30	10			\image\effect\fightskill\gaibang\gb_10_jrss_c.spr														255	255	255	0
266	Nộ khí (Thổ)_Tử_Trung tâm gió bão	0	1	10	1	0	1	0	20	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50																				255	255	255	0
267	Nộ khí (Hỏa)_Tử_Màn đạn tán loạn	1	1	10	1	0	1	0	14	13	50	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50																				255	255	255	0
268	Nộ khí (Thủy)_Tử_Đóng băng	0	1	10	8	0	8	0	46	45	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																				255	255	255	0
269	boss Đoạn Hồn Thích_Tử	1	1	10	3	0	3	0	0	1	60	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1										\image\effect\fightskill\tianwang\tw_30_dhc_d.spr	\audio\fightskill\tianwang\tw_dhc_c.wav									255	255	255	0
270	boss Dương Quan Tam Điệp_Tử	1	1	10	2	0	2	0	0	3	70	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\tianwang\tw_50_ygsd_d.spr	\audio\fightskill\tianwang\tw_ygsd_c.wav									255	255	255	0
271	boss Thất Tinh La Sát Côn	0	1	10	17	0	17	0	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0						\image\effect\fightskill\shaolin\sl_90_hslh_c.spr				\image\effect\fightskill\shaolin\sl_90_hslh_d.spr	\audio\fightskill\shaolin\sl_hslh_c.wav									255	255	255	0
272	boss Hành Vân Quyết_Tử	1	1	10	3	0	3	0	0	2	70	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\tianwang\tw_10_xyj_d.spr	\audio\fightskill\tianwang\tw_xyj_c.wav									255	255	255	0
273	boss SưTử Hống_Tử	0	1	10	29	0	29	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\shaolin\sl_50_szh_d.spr	\audio\fightskill\shaolin\sl_szh_c.wav									255	255	255	0
274	boss Lệ Ma Đoạt Hồn	0	1	10	13	0	13	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0										\image\effect\fightskill\tianren\tr_10_lmdp_d.spr	\audio\fightskill\tianren\tr_lmdh_c.wav									255	255	255	0
275	boss Duyên Môn Thác Bát	1	1	10	3	0	3	0	0	13	40	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\gaibang\gb_10_ymtb_c.spr	\audio\fightskill\gaibang\gb_ymtb_f.wav			\image\effect\fightskill\gaibang\gb_10_ymtb_d.spr	\audio\fightskill\gaibang\gb_ymtb_c.wav									255	255	255	0
276	boss Phiến Hình Kích Thoái _Tử	1	1	10	1	0	1	0	0	13	40	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50						\image\effect\fightskill\shaolin\sl_90_dmdj_c.spr	\audio\fightskill\tangmen\tm_jgfx_f.wav			\image\effect\fightskill\shaolin\sl_90_dmdj_d.spr	\audio\fightskill\tangmen\tm_jgfx_c.wav									255	255	255	0
277	boss Tấn công rộng Trường Ngâm Xướng_Tử	0	1	10	3	0	3	0	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0						\image\effect\fightskill\shaolin\sl_90_hslh_c.spr				\image\effect\fightskill\shaolin\sl_90_hslh_d.spr	\audio\fightskill\shaolin\sl_hslh_c.wav									255	255	255	0
278	boss Tấn công rộng Trường Ngâm Xướng_Tử Tử	0	1	10	15	0	15	0	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0						\image\effect\fightskill\shaolin\sl_90_hslh_c.spr				\image\effect\fightskill\shaolin\sl_90_hslh_d.spr	\audio\fightskill\shaolin\sl_hslh_c.wav									255	255	255	0
279	boss Bất động diện rộng	0	1	10	9	0	9	0	21	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						\image\effect\fightskill\shaolin\sl_90_hslh_a.spr	\audio\fightskill\wudang\wd_wwwj_f.wav													255	255	255	0
280	boss Đánh lùi hút sinh mạnh cận chiến	1	1	10	1	0	1	0	0	2	70	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\shaolin\sl_10_lhq_d.spr	\audio\fightskill\public\SB013.wav									255	255	255	0
281	Triệu hồi dùng đạn bay ẩn	1	1	10	1	0	1	0	0	13	20	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																				255	255	255	0
282	boss Tấn công nhiều đoạn đơn lẻ cận chiến_Tử	1	1	10	2	0	2	0	0	2	70	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50										\image\effect\fightskill\tianwang\tw_50_wxz_d.spr	\audio\fightskill\tianwang\tw_ygsd_c.wav									255	255	255	0
283	boss Màn đạn hình con rết_Tử	1	1	10	1	0	1	0	0	26	20	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\tangmen\tm_50_shb_c.spr	\audio\fightskill\tangmen\tm_shb_f.wav			\image\effect\fightskill\tangmen\tm_10_dhb_d.spr	\audio\fightskill\tangmen\tm_shb_c.wav									255	255	255	0
284	boss Màn đạn hình con rết_Tử Tử	1	1	10	1	0	1	0	0	26	20	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50						\image\effect\fightskill\tangmen\tm_50_shb_c.spr	\audio\fightskill\tangmen\tm_shb_f.wav			\image\effect\fightskill\tangmen\tm_10_dhb_d.spr	\audio\fightskill\tangmen\tm_shb_c.wav									255	255	255	0
285	Đạn bay ẩn	1	1	10	1	0	1	0	14	13	40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																				255	255	255	0
